any,superf,dorm,banys,vtot,estado,edad,ascensor,extint,estudis1,pmq,lpmq,lsuperf,ledad,lestudis1
1999,80.05,3,1,20400000,4,45,1,1,00 011,254840.7245,12.44839402,4.382651439,1.653212514,2.41222932
1999,89,5,1,16900000,1,55,1,0,00 011,189887.6404,12.15418781,4.48863637,1.740362689,2.41222932
1999,128,4,2,32000000,3,17,1,1,00 011,250000,12.4292162,4.852030264,1.230448921,2.41222932
2000,94.7,4,2,30800000,3,30,1,1,00 011,325237.5924,12.69231125,4.550714,1.477121255,2.41222932
2000,48,2,1,8160000,3,85,0,0,00 011,170000,12.04355372,3.871201011,1.929418926,2.41222932
2000,75,3,1,21400000,3,31,1,0,00 011,285333.3333,12.56141337,4.317488114,1.491361694,2.41222932
2000,84.37,4,1,23200000,3,50,1,1,00 011,274979.258,12.52445095,4.435211888,1.698970004,2.41222932
2000,101,3,2,31400000,2,30,1,0,00 011,310891.0891,12.64719793,4.615120517,1.477121255,2.41222932
2000,93.82,4,2,34500000,4,20,1,1,00 011,367725.4317,12.81509183,4.541378053,1.301029996,2.41222932
2000,100,4,2,28000000,3,20,1,1,00 011,280000,12.54254488,4.605170186,1.301029996,2.41222932
1999,73.44,3,1,18600000,3,70,0,1,00 011,253267.9739,12.44220339,4.296468746,1.84509804,2.415787878
1999,116,4,2,35400000,5,0,1,1,00 011,305172.4138,12.62863219,4.753590191,0,2.415787878
1999,116,4,2,35400000,5,0,1,1,00 011,305172.4138,12.62863219,4.753590191,0,2.415787878
1999,85,3,1,22100000,3,25,1,1,00 011,260000,12.46843691,4.442651256,1.397940009,2.415787878
1999,86,3,2,23000000,4,70,0,1,00 011,267441.8605,12.49665748,4.454347296,1.84509804,2.415787878
1999,79.55,3,1,15900000,2,45,0,1,00 011,199874.2929,12.20544391,4.376385755,1.653212514,2.415787878
1999,83,3,1,17000000,2,61,1,1,00 011,204819.2771,12.22988329,4.418840608,1.785329835,2.415787878
1999,128,4,2,48600000,5,0,1,1,00 011,379687.5,12.84710382,4.852030264,0,2.415787878
1999,103.43,4,1,27900000,3,30,1,1,00 011,269747.6554,12.50524219,4.638895055,1.477121255,2.415787878
1999,80,3,1,17000000,1,27,1,1,00 011,212500,12.26669727,4.382026635,1.431363764,2.415787878
1999,84,3,2,23100000,3,20,0,0,00 011,275000,12.52452638,4.430816799,1.301029996,2.415787878
1999,85,3,1,22100000,3,27,1,1,00 011,260000,12.46843691,4.442651256,1.431363764,2.415787878
1999,132.66,4,2,32500000,3,25,1,1,00 011,244987.1853,12.40896118,4.887789464,1.397940009,2.415787878
1999,93.04,3,2,24800000,4,6,1,1,00 011,266552.0206,12.4933247,4.533029508,0.77815125,2.415787878
1999,89,4,1,24000000,3,25,1,0,00 011,269662.9213,12.50492802,4.48863637,1.397940009,2.415787878
1999,112.81,4,2,32600000,5,0,1,1,00 011,288981.4733,12.57411786,4.725704988,0,2.415787878
2000,86.21,3,1,30200000,3,29,1,1,00 011,350307.3889,12.7665663,4.45678618,1.462397998,2.415787878
2000,78.52,4,1,23200000,3,29,1,1,00 011,295466.1233,12.59630947,4.363353369,1.462397998,2.415787878
2000,101.75,4,2,31700000,3,30,1,0,00 011,311547.9115,12.64930841,4.622518824,1.477121255,2.415787878
2000,215.55,5,3,69000000,3,24,1,0,00 011,320111.3431,12.67642416,5.373192901,1.380211242,2.415787878
2000,115.65,2,2,33000000,3,60,1,1,00 011,285343.7095,12.56144973,4.750568389,1.77815125,2.415787878
2000,99.16,3,2,29700000,4,24,1,0,00 011,299515.9338,12.6099229,4.596734707,1.380211242,2.415787878
2000,131.5,4,2,43500000,3,18,1,1,00 011,330798.4791,12.70926464,4.879006852,1.255272505,2.415787878
2000,131.5,4,2,41800000,3,18,1,1,00 011,317870.7224,12.66940005,4.879006852,1.255272505,2.415787878
2000,83.5,2,1,21400000,3,20,1,1,00 011,256287.4251,12.45405485,4.424846632,1.301029996,2.415787878
2000,122.7,4,2,41600000,4,19,1,1,00 011,339038.3048,12.73386837,4.809742352,1.278753601,2.415787878
1999,475.3,5,2,80100000,1,289,0,1,00 011,168525.142,12.03484023,6.163946184,2.460897843,2.416603719
1999,144.1,2,2,25200000,1,75,1,1,00 011,174878.5566,12.07184705,4.970507503,1.875061263,2.416603719
2000,64.54,1,1,22300000,4,0,1,0,00 011,345522.1568,12.75281205,4.167285187,0,2.416603719
2000,94.2,4,2,22400000,3,80,1,1,00 011,237791.9321,12.37915134,4.545420182,1.903089987,2.416603719
1999,40.71,2,1,9119040,2,70,0,1,00 011,224000,12.31940133,3.706473763,1.84509804,2.418626168
1999,40.71,2,1,8549100,2,70,0,1,00 011,210000,12.25486281,3.706473763,1.84509804,2.418626168
1999,71,2,1,15800000,1,27,1,1,00 011,222535.2113,12.31284062,4.262679877,1.431363764,2.418626168
1999,75,3,1,17600000,2,27,1,0,00 011,234666.6667,12.36592135,4.317488114,1.431363764,2.418626168
2000,111.71,4,2,33000000,3,28,1,1,00 011,295407.7522,12.59611189,4.715906228,1.447158031,2.418626168
2000,69,3,1,15200000,3,70,0,1,00 011,220289.8551,12.30269948,4.234106505,1.84509804,2.418626168
1999,115,4,2,26700000,2,25,1,1,00 011,232173.913,12.355242,4.744932128,1.397940009,2.418711646
1999,116,4,2,33400000,4,20,1,1,00 011,287931.0345,12.57047627,4.753590191,1.301029996,2.418711646
1999,107,4,2,27000000,3,25,1,1,00 011,252336.4486,12.43851859,4.672828834,1.397940009,2.418711646
1999,83,3,1,22100000,2,30,1,0,00 011,266265.0602,12.49224756,4.418840608,1.477121255,2.418711646
1999,85,2,1,20900000,3,25,1,0,00 011,245882.3529,12.41260846,4.442651256,1.397940009,2.418711646
1999,140,3,2,29100000,3,21,1,1,00 011,207857.1429,12.24460631,4.941642423,1.322219295,2.418711646
1999,172,4,2,29200000,1,42,1,1,00 011,169767.4419,12.04218479,5.147494477,1.62324929,2.418711646
1999,90,4,1,27000000,3,35,1,0,00 011,300000,12.61153775,4.49980967,1.544068044,2.418711646
1999,83,4,1,20300000,3,60,1,1,00 011,244578.3133,12.40729084,4.418840608,1.77815125,2.418711646
1999,74.75,2,1,15000000,2,75,0,1,00 011,200668.8963,12.20941155,4.314149212,1.875061263,2.418711646
1999,49.2,1,1,16500000,3,25,1,1,00 011,335365.8537,12.72297732,3.895893623,1.397940009,2.418711646
1999,85,2,1,20900000,3,25,1,0,00 011,245882.3529,12.41260846,4.442651256,1.397940009,2.418711646
2000,48,1,1,10800000,3,127,0,0,00 011,225000,12.32385568,3.871201011,2.103803721,2.418711646
2000,153,5,2,46200000,3,40,1,1,00 011,301960.7843,12.61805243,5.030437921,1.602059991,2.418711646
2000,36.2,1,1,10700000,3,90,1,1,00 011,295580.1105,12.59669518,3.589059119,1.954242509,2.418711646
2000,71.95,3,1,21900000,4,75,1,0,00 011,304378.0403,12.62602576,4.275971433,1.875061263,2.418711646
2000,123,4,2,31600000,3,29,1,1,00 011,256910.5691,12.45648332,4.812184355,1.462397998,2.418711646
2000,122,4,2,34500000,3,26,1,1,00 011,282786.8852,12.55244884,4.804021045,1.414973348,2.418711646
1999,110.5,4,2,22700000,1,47,1,1,00 011,205429.8643,12.23285996,4.705015521,1.672097858,2.426316623
1999,59,2,1,10500000,1,60,0,1,00 011,177966.1017,12.08934837,4.077537444,1.77815125,2.426316623
1999,103.5,3,2,25900000,2,25,1,1,00 011,250241.5459,12.43018191,4.639571613,1.397940009,2.426316623
1999,97,3,2,23000000,1,40,1,0,00 011,237113.4021,12.3762938,4.574710979,1.602059991,2.426316623
2000,74,3,1,19900000,3,36,0,1,00 011,268918.9189,12.5021652,4.304065093,1.556302501,2.426316623
2000,129.7,5,2,43200000,4,40,1,1,00 011,333076.33,12.71612696,4.865224091,1.602059991,2.426316623
1999,108,5,2,26100000,2,60,0,1,00 011,241666.6667,12.39531465,4.682131227,1.77815125,2.427872346
1999,102.43,4,2,23600000,4,25,1,1,00 011,230401.2496,12.34757763,4.629179638,1.397940009,2.427872346
1999,42.5,2,1,9137500,2,50,0,1,00 011,215000,12.27839331,3.749504076,1.698970004,2.427872346
1999,108,5,2,33500000,4,60,0,1,00 011,310185.1852,12.64492477,4.682131227,1.77815125,2.427872346
1999,108,5,2,33500000,4,60,0,1,00 011,310185.1852,12.64492477,4.682131227,1.77815125,2.427872346
2000,90,2,1,17200000,2,50,1,1,00 011,191111.1111,12.16061027,4.49980967,1.698970004,2.427872346
1999,86,3,1,15500000,2,44,1,0,00 011,180232.5581,12.10200329,4.454347296,1.643452676,2.428502951
1999,60,2,1,9772920,1,45,1,1,00 011,162882,12.00078129,4.094344562,1.653212514,2.428502951
1999,55.5,1,1,12000000,2,20,1,1,00 011,216216.2162,12.28403419,4.016383021,1.301029996,2.428502951
1999,78.72,3,1,15700000,2,26,1,0,00 011,199441.0569,12.20327402,4.365897253,1.414973348,2.428502951
1999,63,2,1,13500000,1,32,1,1,00 011,214285.7143,12.27506552,4.143134726,1.505149978,2.428502951
1999,80,3,2,26000000,4,30,0,1,00 011,325000,12.69158046,4.382026635,1.477121255,2.428502951
1999,89.95,3,1,18300000,1,26,1,1,00 011,203446.3591,12.22315766,4.49925396,1.414973348,2.428502951
1999,97.88,4,2,20600000,2,32,1,1,00 011,210461.7899,12.2570594,4.583742239,1.505149978,2.428502951
1999,86,3,1,20000000,3,27,1,1,00 011,232558.1395,12.35689554,4.454347296,1.431363764,2.428502951
2000,100,4,2,30100000,4,18,1,1,00 011,301000,12.61486554,4.605170186,1.255272505,2.428502951
2000,98,4,2,31400000,3,30,1,1,00 011,320408.1633,12.67735097,4.584967479,1.477121255,2.428502951
2000,90,3,1,29300000,4,25,1,1,00 011,325555.5556,12.6932884,4.49980967,1.397940009,2.428502951
2000,116.42,5,2,30300000,3,40,1,1,00 011,260264.5594,12.46945393,4.757204342,1.602059991,2.428502951
2000,93,3,1,20900000,3,30,1,0,00 011,224731.1828,12.32266022,4.532599493,1.477121255,2.428502951
2000,78.72,3,1,20700000,3,27,1,0,00 011,262957.3171,12.47974701,4.365897253,1.431363764,2.428502951
2000,78.31,3,2,21500000,3,25,1,1,00 011,274549.8659,12.52288818,4.360675309,1.397940009,2.428502951
2000,97.1,3,2,28100000,4,22,1,0,00 011,289392.379,12.57553876,4.575741375,1.342422681,2.428502951
2000,85,3,2,25800000,3,28,1,0,00 011,303529.4118,12.62323379,4.442651256,1.447158031,2.428502951
1999,107.3,3,1,31100000,3,80,1,1,00 011,289841.5657,12.57708973,4.67562865,1.903089987,2.432137706
1999,129.58,4,1,24600000,1,86,1,1,00 011,189844.1117,12.15395855,4.864298451,1.934498451,2.432137706
1999,150.06,4,3,30800000,1,100,1,1,00 011,205251.2328,12.23199003,5.011035214,2,2.432137706
1999,95,3,2,23000000,3,14,1,0,00 011,242105.2632,12.39712788,4.553876892,1.146128036,2.432137706
1999,112,4,2,27400000,2,35,1,1,00 011,244642.8571,12.4075547,4.718498871,1.544068044,2.432137706
1999,185,4,2,36100000,2,95,1,1,00 011,195135.1351,12.1814476,5.220355825,1.977723605,2.432137706
2000,130,5,2,29300000,3,60,1,1,00 011,225384.6154,12.32556362,4.86753445,1.77815125,2.432137706
2000,143,5,3,44300000,3,60,1,1,00 011,309790.2098,12.6436506,4.96284463,1.77815125,2.432137706
2000,41.17,1,1,13500000,3,90,1,0,00 011,327908.6714,12.70049041,3.717709836,1.954242509,2.432137706
1999,131.5,4,2,30200000,3,15,1,1,00 011,229657.7947,12.34434563,4.879006852,1.176091259,2.435007996
1999,53,2,1,10600000,1,70,0,1,00 011,200000,12.20607265,3.970291914,1.84509804,2.435007996
1999,93,3,1,24200000,3,40,1,0,00 011,260215.0538,12.4692637,4.532599493,1.602059991,2.435007996
1999,115.5,5,2,26600000,2,40,1,1,00 011,230303.0303,12.34715124,4.74927053,1.602059991,2.435007996
1999,105,2,2,24900000,4,22,1,1,00 011,237142.8571,12.37641801,4.65396035,1.342422681,2.435007996
1999,69.34,3,1,18400000,3,20,0,1,00 011,265359.1001,12.48883928,4.23902194,1.301029996,2.435007996
1999,158.5,4,3,53100000,4,5,1,1,00 011,335015.7729,12.72193289,5.065754593,0.698970004,2.435007996
1999,64,2,1,16800000,3,40,0,1,00 011,262500,12.47800636,4.158883083,1.602059991,2.435007996
1999,94,2,2,25100000,4,5,1,1,00 011,267021.2766,12.49508362,4.543294782,0.698970004,2.435007996
1999,69.34,3,1,18900000,4,20,0,1,00 011,272569.9452,12.51565054,4.23902194,1.301029996,2.435007996
1999,67,1,1,17500000,3,25,1,0,00 011,261194.0299,12.47301882,4.204692619,1.397940009,2.435007996
1999,100.14,3,2,24000000,2,40,1,1,00 011,239664.4697,12.38699518,4.606569207,1.602059991,2.435007996
1999,130,3,2,31900000,2,30,1,1,00 011,245384.6154,12.41058212,4.86753445,1.477121255,2.435007996
1999,131.5,4,2,30200000,3,15,1,1,00 011,229657.7947,12.34434563,4.879006852,1.176091259,2.435007996
2000,120,3,2,36600000,3,25,1,1,00 011,305000,12.62806706,4.787491743,1.397940009,2.435007996
2000,74.2,3,1,19700000,3,28,0,1,00 011,265498.6523,12.48936504,4.30676415,1.447158031,2.435007996
2000,83,3,1,21500000,4,20,0,1,00 011,259036.1446,12.46472289,4.418840608,1.301029996,2.435007996
2000,120,4,3,35600000,3,20,1,1,00 011,296666.6667,12.60036445,4.787491743,1.301029996,2.435007996
2000,96.9,2,2,32000000,4,10,1,1,00 011,330237.3581,12.70756694,4.573679519,1,2.435007996
1999,125.25,4,2,33200000,4,9,1,1,00 011,265069.8603,12.48774869,4.83031174,0.954242509,2.436260725
1999,138,3,2,30400000,2,16,1,1,00 011,220289.8551,12.30269948,4.927253685,1.204119983,2.436260725
1999,133,4,2,37200000,3,20,1,1,00 011,279699.2481,12.54147019,4.890349128,1.301029996,2.437387802
1999,150,4,2,26800000,3,24,1,1,00 011,178666.6667,12.09327715,5.010635294,1.380211242,2.437387802
1999,74.9,1,1,16500000,3,6,1,0,00 011,220293.725,12.30271705,4.316153891,0.77815125,2.437387802
2000,91.25,5,1,28700000,4,60,1,1,00 011,314520.5479,12.65880469,4.513602992,1.77815125,2.437387802
1999,51,1,1,9945000,2,50,1,1,00 011,195000,12.18075484,3.931825633,1.698970004,2.441369166
1999,103,4,2,21100000,2,35,1,1,00 011,204854.3689,12.23005461,4.634728988,1.544068044,2.441369166
1999,136,5,1,34300000,3,70,1,1,00 011,252205.8824,12.43800103,4.912654886,1.84509804,2.441369166
1999,124,3,2,33500000,3,30,1,0,00 011,270161.2903,12.50677443,4.820281566,1.477121255,2.441369166
1999,89.3,3,1,17600000,1,75,0,1,00 011,197088.4658,12.19140797,4.492001488,1.875061263,2.441369166
1999,96,3,1,14400000,1,65,0,1,00 011,150000,11.91839057,4.564348191,1.812913357,2.441369166
1999,101,3,2,22400000,3,75,1,1,00 011,221782.1782,12.309451,4.615120517,1.875061263,2.441369166
1999,120,4,3,45600000,5,0,1,1,00 011,380000,12.84792653,4.787491743,0,2.441369166
1999,51,1,1,9945000,2,50,1,1,00 011,195000,12.18075484,3.931825633,1.698970004,2.441369166
1999,207.5,5,1,27600000,2,70,1,1,00 011,133012.0482,11.79819499,5.33513134,1.84509804,2.441369166
1999,51,1,1,16000000,4,50,1,1,00 011,313725.4902,12.65627365,3.931825633,1.698970004,2.441369166
2000,55,1,1,22000000,3,75,1,1,00 011,400000,12.89921983,4.007333185,1.875061263,2.441369166
2000,87,4,2,23100000,3,70,1,0,00 011,265517.2414,12.48943506,4.465908119,1.84509804,2.441369166
2000,265,5,2,82400000,4,80,1,1,00 011,310943.3962,12.64736617,5.579729826,1.903089987,2.441369166
2000,147.3,4,2,44200000,3,25,1,1,00 011,300067.8887,12.61176402,4.992471323,1.397940009,2.441369166
2000,84,3,2,25500000,3,100,1,1,00 011,303571.4286,12.62337221,4.430816799,2,2.441369166
1999,288.82,5,4,73600000,5,24,1,1,00 012,254829.9979,12.44835193,5.665803657,1.380211242,2.460710435
1999,128.15,4,2,38400000,2,80,0,1,00 012,299648.849,12.61036656,4.853201453,1.903089987,2.460710435
2000,41,2,1,12700000,3,60,0,1,00 012,309756.0976,12.64354048,3.713572067,1.77815125,2.460710435
2000,97,3,2,43700000,3,30,1,1,00 012,450515.4639,13.01814768,4.574710979,1.477121255,2.460710435
1999,78,2,1,20700000,2,20,1,0,00 012,265384.6154,12.48893543,4.356708827,1.301029996,2.463940896
1999,107.17,5,1,33000000,3,100,0,1,00 012,307921.9931,12.63760176,4.674416359,2,2.463940896
1999,71,1,1,13100000,1,60,1,1,00 012,184507.0423,12.12544291,4.262679877,1.77815125,2.463940896
2000,56,1,1,14900000,3,80,1,1,00 012,266071.4286,12.49152008,4.025351691,1.903089987,2.463940896
2000,234.7,5,2,87300000,4,60,1,1,00 012,371964.2096,12.82655292,5.458308103,1.77815125,2.463940896
2000,101.45,4,2,29900000,3,60,1,1,00 012,294726.4662,12.59380297,4.619566066,1.77815125,2.463940896
2000,53.36,2,1,16500000,3,65,1,0,00 012,309220.3898,12.64180954,3.977061402,1.812913357,2.463940896
1999,105,3,2,29900000,2,30,1,1,00 012,284761.9048,12.55940869,4.65396035,1.477121255,2.464017482
1999,126.23,3,1,27100000,1,38,1,1,00 012,214687.4752,12.27693865,4.83810564,1.579783597,2.464017482
1999,118.5,4,2,26100000,3,20,1,1,00 012,220253.1646,12.30253291,4.774912961,1.301029996,2.464017482
1999,76,3,1,17600000,1,69,1,0,00 012,231578.9474,12.35267612,4.33073334,1.838849091,2.464017482
1999,122.4,4,2,27100000,2,40,1,1,00 012,221405.2288,12.30774992,4.80729437,1.602059991,2.464017482
1999,40.6,2,1,8526000,1,70,0,1,00 012,210000,12.25486281,3.703768067,1.84509804,2.464017482
1999,74,4,2,16500000,1,80,1,0,00 012,222972.973,12.31480585,4.304065093,1.903089987,2.464017482
1999,40.6,2,1,8526000,1,70,0,1,00 012,210000,12.25486281,3.703768067,1.84509804,2.464017482
1999,56,2,1,16000000,4,60,0,0,00 012,285714.2857,12.56274759,4.025351691,1.77815125,2.464017482
2000,124.67,4,2,38200000,4,35,1,1,00 012,306408.9195,12.63267583,4.825670246,1.544068044,2.464017482
2000,120,3,2,45000000,4,43,1,1,00 012,375000,12.8346813,4.787491743,1.633468456,2.464017482
1999,86.5,3,1,15100000,1,70,0,1,00 012,174566.474,12.07006089,4.460144414,1.84509804,2.465663516
1999,109,4,2,21100000,2,50,1,1,00 012,193577.9817,12.17343572,4.691347882,1.698970004,2.465663516
1999,155.15,5,2,38800000,2,59,1,1,00 012,250080.5672,12.42953841,5.044392391,1.770852012,2.465663516
1999,112.7,5,1,20800000,1,80,1,1,00 012,184560.7808,12.12573412,4.724729421,1.903089987,2.465663516
1999,108,5,2,19300000,1,60,1,1,00 012,178703.7037,12.09348443,4.682131227,1.77815125,2.465663516
1999,105.1,4,1,18400000,1,70,1,1,00 012,175071.3606,12.07294894,4.654912278,1.84509804,2.465663516
1999,108,5,2,18400000,1,60,1,1,00 012,170370.3704,12.04573,4.682131227,1.77815125,2.465663516
1999,112.7,5,1,20800000,1,80,1,1,00 012,184560.7808,12.12573412,4.724729421,1.903089987,2.465663516
1999,180,4,3,40500000,2,50,1,1,00 012,225000,12.32385568,5.192956851,1.698970004,2.465663516
1999,90,3,1,18900000,3,50,1,1,00 012,210000,12.25486281,4.49980967,1.698970004,2.465663516
2000,121.71,4,2,33500000,2,75,1,1,00 012,275244.4335,12.52541483,4.801641166,1.875061263,2.465663516
2000,71,2,1,22700000,4,80,0,1,00 012,319718.3099,12.67519561,4.262679877,1.903089987,2.465663516
2000,118,2,2,35400000,4,16,1,1,00 012,300000,12.61153775,4.770684624,1.204119983,2.465663516
2000,83,3,1,27800000,3,80,1,1,00 012,334939.759,12.72170597,4.418840608,1.903089987,2.465663516
2000,83.65,3,1,24300000,3,80,1,0,00 012,290496.1148,12.57934548,4.426641427,1.903089987,2.465663516
2000,72,2,1,20200000,3,80,1,1,00 012,280555.5556,12.54452704,4.276666119,1.903089987,2.465663516
2000,98,4,1,25200000,3,98,1,1,00 012,257142.8571,12.45738707,4.584967479,1.991226076,2.465663516
2000,136.77,4,2,40700000,3,60,1,1,00 012,297579.8786,12.60343797,4.918300683,1.77815125,2.465663516
2000,162,4,1,57200000,2,90,1,1,00 012,353086.4198,12.77446812,5.087596335,1.954242509,2.465663516
2000,215,5,3,51200000,3,87,1,1,00 012,238139.5349,12.38061206,5.370638028,1.939519253,2.465663516
1999,150,5,2,36600000,1,70,1,1,00 012,244000,12.4049235,5.010635294,1.84509804,2.480922892
1999,106,4,2,23900000,2,80,1,0,00 012,225471.6981,12.32594992,4.663439094,1.903089987,2.480922892
1999,84,3,1,16000000,1,70,0,1,00 012,190476.1905,12.15728248,4.430816799,1.84509804,2.480922892
1999,235,5,4,45600000,3,90,1,1,00 012,194042.5532,12.17583276,5.459585514,1.954242509,2.480922892
1999,89,4,2,22900000,2,30,1,0,00 012,257303.3708,12.4580111,4.48863637,1.477121255,2.480922892
2000,49.35,1,1,17500000,3,22,1,1,00 012,354609.9291,12.77877367,3.898937766,1.342422681,2.480922892
2000,108,4,2,37400000,3,23,1,1,00 012,346296.2963,12.75505004,4.682131227,1.361727836,2.480922892
2000,53,1,1,14500000,3,80,0,1,00 012,273584.9057,12.51936729,3.970291914,1.903089987,2.480922892
2000,155,4,1,31000000,3,60,1,1,00 012,200000,12.20607265,5.043425117,1.77815125,2.480922892
2000,180,5,2,44100000,3,60,1,1,00 012,245000,12.40901349,5.192956851,1.77815125,2.480922892
2000,105.6,1,2,33300000,3,90,1,1,00 012,315340.9091,12.66140958,4.659658371,1.954242509,2.480922892
2000,67,1,1,21800000,4,70,0,1,00 012,325373.1343,12.69272791,4.204692619,1.84509804,2.480922892
2000,99,3,2,31400000,2,80,1,1,00 012,317171.7172,12.6671986,4.59511985,1.903089987,2.480922892
2000,127,4,2,35600000,3,65,1,1,00 012,280314.9606,12.54366911,4.844187086,1.812913357,2.480922892
2000,149.84,5,2,39000000,3,85,1,1,00 012,260277.6295,12.46950415,5.009568058,1.929418926,2.480922892
2000,63.5,3,1,28400000,3,35,1,1,00 012,447244.0945,13.0108598,4.151039906,1.544068044,2.480922892
2000,172,3,2,48200000,4,75,1,0,00 012,280232.5581,12.5433751,5.147494477,1.875061263,2.480922892
2000,94.55,4,2,30300000,3,30,1,1,00 012,320465.3622,12.67752948,4.549128795,1.477121255,2.480922892
1999,83.6,4,1,23100000,2,27,1,1,00 012,276315.7895,12.52929966,4.42604352,1.431363764,2.490246534
1999,101.62,3,2,24400000,5,20,1,1,00 012,240110.2145,12.38885332,4.621240366,1.301029996,2.490246534
1999,138.75,4,2,33300000,3,18,1,1,00 012,240000,12.3883942,4.932673753,1.255272505,2.490246534
1999,38.5,1,1,12500000,3,20,1,1,00 012,324675.3247,12.69058096,3.650658241,1.301029996,2.490246534
1999,105,4,2,26500000,2,22,1,0,00 012,252380.9524,12.43869494,4.65396035,1.342422681,2.490246534
1999,85,3,1,24700000,3,25,1,1,00 012,290588.2353,12.57966255,4.442651256,1.397940009,2.490246534
1999,78.5,3,1,19900000,2,34,1,1,00 012,253503.1847,12.44313166,4.363098625,1.531478917,2.490246534
1999,83.5,3,2,19600000,3,20,1,1,00 012,234730.5389,12.36619349,4.424846632,1.301029996,2.490246534
1999,101.62,3,2,24400000,5,20,1,1,00 012,240110.2145,12.38885332,4.621240366,1.301029996,2.490246534
1999,78,3,2,23800000,3,25,1,1,00 012,305128.2051,12.62848731,4.356708827,1.397940009,2.490246534
1999,58.6,3,1,13500000,1,35,1,1,00 012,230375.4266,12.34746555,4.070734697,1.544068044,2.490246534
1999,50,1,1,11300000,4,55,0,1,00 012,226000,12.32829028,3.912023005,1.740362689,2.490246534
1999,68.1,3,1,18000000,3,23,1,1,00 012,264317.1806,12.4849051,4.220977213,1.361727836,2.490246534
1999,59.15,2,1,16600000,3,40,1,1,00 012,280642.4345,12.54483666,4.08007659,1.602059991,2.490246534
1999,125.4,4,2,30100000,2,19,1,1,00 012,240031.8979,12.3885271,4.831508628,1.278753601,2.490246534
1999,97.97,3,2,30400000,3,22,1,1,00 012,310299.0711,12.64529186,4.584661309,1.342422681,2.490246534
1999,106.75,4,2,35000000,4,30,1,1,00 012,327868.8525,12.70036897,4.670489652,1.477121255,2.490246534
2000,152.45,3,2,43100000,3,90,1,1,00 012,282715.6445,12.55219688,5.026836673,1.954242509,2.490246534
2000,50.78,1,1,17300000,4,22,1,1,00 012,340685.3092,12.73871448,3.927502576,1.342422681,2.490246534
2000,108,3,2,33200000,4,50,1,1,00 012,307407.4074,12.63592921,4.682131227,1.698970004,2.490246534
2000,97.2,4,2,26700000,3,23,1,1,00 012,274691.358,12.52340341,4.576770711,1.361727836,2.490246534
2000,121.54,3,2,36500000,4,20,1,1,00 012,300312.6543,12.61257939,4.800243427,1.301029996,2.490246534
1999,145.3,4,3,36000000,2,24,1,1,00 012,247763.2485,12.42022893,4.978800571,1.380211242,2.503594277
2000,118.72,4,2,42100000,3,10,1,0,00 012,354615.903,12.77879052,4.776767779,1,2.503594277
2000,348.4,5,3,120000000,4,40,1,1,00 012,344431.6877,12.74965106,5.853351245,1.602059991,2.503594277
2000,120.44,4,2,37300000,3,25,1,0,00 012,309697.7748,12.64335218,4.791151704,1.397940009,2.503594277
2000,182.6,4,2,50200000,3,50,1,1,00 012,274917.8532,12.52422762,5.207297968,1.698970004,2.503594277
2000,112.6,4,2,31000000,3,29,1,1,00 012,275310.8348,12.52565605,4.723841716,1.462397998,2.503594277
2000,137.58,5,3,43300000,3,30,1,1,00 012,314725.9776,12.65945763,4.924205566,1.477121255,2.503594277
2000,348.4,5,3,115000000,4,40,1,1,00 012,330080.3674,12.70709144,5.853351245,1.602059991,2.503594277
2000,117.97,3,2,44800000,4,33,1,1,00 012,379757.5655,12.84728834,4.770430355,1.51851394,2.503594277
1999,71.5,2,1,21400000,3,80,1,1,00 012,299300.6993,12.60920403,4.26969745,1.903089987,2.504641464
1999,237,5,2,45100000,1,81,1,1,00 012,190295.3586,12.15633266,5.468060141,1.908485019,2.504641464
2000,294.6,5,2,85400000,4,70,1,1,00 012,289884.5893,12.57723815,5.685618504,1.84509804,2.504641464
2000,88.35,3,2,22500000,4,80,0,1,00 012,254668.9304,12.44771967,4.481306199,1.903089987,2.504641464
2000,119.45,3,1,35200000,4,80,1,0,00 012,294683.9682,12.59365877,4.782897874,1.903089987,2.504641464
1999,205,4,3,76100000,4,30,1,1,00 012,371219.5122,12.82454884,5.323009979,1.477121255,2.506587414
1999,114.19,4,2,32500000,4,15,1,1,00 012,284613.3637,12.55888692,4.737863728,1.176091259,2.506587414
1999,180,4,4,59500000,2,30,0,1,00 012,330555.5556,12.70853002,5.192956851,1.477121255,2.506587414
1999,64,1,1,20500000,3,15,1,1,00 012,320312.5,12.67705236,4.158883083,1.176091259,2.506587414
1999,107.3,3,2,29500000,3,20,1,1,00 012,274930.1025,12.52427217,4.67562865,1.301029996,2.506587414
1999,107.9,4,2,30800000,4,15,1,1,00 012,285449.4903,12.56182038,4.681204872,1.176091259,2.506587414
2000,53.69,2,2,17400000,3,70,0,1,00 012,324082.697,12.688754,3.983226764,1.84509804,2.506587414
2000,87.41,2,2,35000000,4,100,1,1,00 012,400411.8522,12.90024893,4.470609693,2,2.506587414
2000,205,4,3,80200000,5,31,1,1,00 012,391219.5122,12.87702409,5.323009979,1.491361694,2.506587414
1999,111.5,3,2,27500000,3,55,1,0,00 012,246636.7713,12.41567197,4.714024591,1.740362689,2.508898204
1999,144,5,2,31000000,3,25,1,1,00 012,215277.7778,12.27968446,4.9698133,1.397940009,2.508898204
1999,95,2,1,18100000,4,30,1,1,00 012,190526.3158,12.1575456,4.553876892,1.477121255,2.508898204
