any,superf,dorm,banys,vtot,estado,edad,ascensor,extint,estudis1,pmq,lpmq,lsuperf,ledad,lestudis1
2000,80.9,3,1,14200000,3,35,1,1,00 007,175525.3399,12.0755387,4.393213824,1.544068044,2.005871694
2000,62,3,1,12100000,3,35,0,1,00 007,195161.2903,12.18158163,4.127134385,1.544068044,2.005871694
1999,56.5,3,1,11200000,3,35,1,1,00 008,198230.0885,12.1971837,4.034240638,1.544068044,2.01677194
1999,84,3,1,15500000,2,25,1,1,00 008,184523.8095,12.12553378,4.430816799,1.397940009,2.01677194
1999,73.32,1,1,13900000,3,25,1,1,00 008,189579.9236,12.15256598,4.294833423,1.397940009,2.01677194
1999,95,3,1,18100000,3,25,1,1,00 008,190526.3158,12.1575456,4.553876892,1.397940009,2.01677194
1999,37.56,2,1,6948600,3,32,0,1,00 008,185000,12.1281111,3.625939654,1.505149978,2.01677194
1999,57,2,1,10800000,3,15,0,0,00 008,189473.6842,12.15200542,4.043051268,1.176091259,2.01677194
1999,68,3,1,13500000,3,25,0,1,00 008,198529.4118,12.19869254,4.219507705,1.397940009,2.01677194
1999,66.5,2,1,13000000,4,27,0,0,00 008,195488.7218,12.18325797,4.197201948,1.431363764,2.01677194
1999,68.3,3,1,12500000,2,29,1,1,00 008,183016.1054,12.11732944,4.223909767,1.462397998,2.01677194
1999,79.8,3,1,14800000,3,28,0,1,00 008,185463.6591,12.13061423,4.379523504,1.447158031,2.01677194
1999,61.2,2,1,11000000,3,30,0,1,00 008,179738.5621,12.09925864,4.11414719,1.477121255,2.01677194
1999,44.8,2,1,9856000,3,40,0,0,00 008,220000,12.30138283,3.802208139,1.602059991,2.01677194
1999,61,2,1,13400000,3,25,0,1,00 008,219672.1311,12.2998914,4.110873864,1.397940009,2.01677194
1999,73.32,1,1,13900000,3,25,1,1,00 008,189579.9236,12.15256598,4.294833423,1.397940009,2.01677194
1999,52,3,1,8060000,2,44,0,1,00 008,155000,11.9511804,3.951243719,1.643452676,2.01677194
1999,70.4,3,1,14800000,3,34,0,1,00 008,210227.2727,12.25594448,4.254193263,1.531478917,2.01677194
1999,50.9,2,1,8780248,2,35,0,1,00 008,172499.9607,12.05815229,3.929862924,1.544068044,2.01677194
2000,76,3,1,13700000,3,40,0,1,00 008,180263.1579,12.10217305,4.33073334,1.602059991,2.01677194
2000,43.65,2,1,8789160,2,39,0,1,00 008,201355.3265,12.21282642,3.776203282,1.591064607,2.01677194
2000,57,2,1,10800000,3,25,0,1,00 008,189473.6842,12.15200542,4.043051268,1.397940009,2.01677194
2000,78,3,1,17200000,3,28,0,0,00 008,220512.8205,12.30371112,4.356708827,1.447158031,2.01677194
2000,52.26,2,1,13700000,3,35,0,1,00 008,262150.7845,12.47667513,3.95623126,1.544068044,2.01677194
2000,65,3,1,12900000,3,35,0,1,00 008,198461.5385,12.1983506,4.17438727,1.544068044,2.01677194
2000,52.1,2,1,13300000,4,38,0,1,00 008,255278.3109,12.45010964,3.953164949,1.579783597,2.01677194
2000,51.33,3,1,11500000,3,40,0,1,00 008,224040.5221,12.31958222,3.938275377,1.602059991,2.01677194
2000,59.92,3,1,10200000,3,37,0,1,00 008,170226.9693,12.04488794,4.093010339,1.568201724,2.01677194
2000,76.75,3,1,19300000,3,28,0,1,00 008,251465.798,12.43506227,4.340553386,1.447158031,2.01677194
1999,38.38,2,1,7484100,3,90,0,1,00 008,195000,12.18075484,3.647536491,1.954242509,2.017603371
1999,46,3,1,8049080,1,90,0,1,00 008,174980,12.07242696,3.828641396,1.954242509,2.017603371
1999,55,2,1,10800000,3,35,0,1,00 008,196363.6364,12.18772351,4.007333185,1.544068044,2.017603371
1999,37.78,2,1,8075096,3,90,0,1,00 008,213739.9682,12.27251545,3.631779862,1.954242509,2.017603371
1999,42,2,1,6247500,1,90,0,1,00 008,148750,11.91002232,3.737669618,1.954242509,2.017603371
2000,38,1,1,9310000,4,60,0,1,00 008,245000,12.40901349,3.63758616,1.77815125,2.017603371
1999,58.5,2,1,6610500,1,90,1,1,00 008,113000,11.6351431,4.069026754,1.954242509,2.027699462
1999,64.15,2,1,9545520,3,90,0,1,00 008,148800,11.9103584,4.161224091,1.954242509,2.027699462
1999,58.5,3,1,7020000,1,90,1,1,00 008,120000,11.69524702,4.069026754,1.954242509,2.027699462
1999,47,2,1,7990000,1,50,0,1,00 008,170000,12.04355372,3.850147602,1.698970004,2.027699462
1999,64.2,2,1,7896602,1,90,1,1,00 008,123000.0312,11.71993989,4.162003211,1.954242509,2.027699462
1999,44,1,1,6424000,1,150,0,1,00 008,146000,11.8913619,3.784189634,2.176091259,2.027699462
1999,60.82,2,1,12800000,3,100,0,0,00 008,210457.0865,12.25703705,4.107918682,2,2.027699462
1999,67.13,3,2,11900000,3,90,0,1,00 008,177267.9875,12.08541792,4.206631038,1.954242509,2.027699462
1999,50,2,1,11000000,2,40,0,1,00 008,220000,12.30138283,3.912023005,1.602059991,2.027699462
1999,61,3,1,10200000,1,100,1,1,00 008,167213.1148,12.02702441,4.110873864,2,2.027699462
1999,67,4,1,8417076,1,99,0,1,00 008,125628,11.74108044,4.204692619,1.995635195,2.027699462
1999,64,3,1,6251520,1,90,0,0,00 008,97680,11.48945211,4.158883083,1.954242509,2.027699462
1999,49,1,2,7742000,1,80,0,1,00 008,158000,11.97035031,3.891820298,1.903089987,2.027699462
1999,63,3,1,10500000,2,100,0,0,00 008,166666.6667,12.02375109,4.143134726,2,2.027699462
1999,37,2,1,6012500,2,100,0,1,00 008,162500,11.99843328,3.610917913,2,2.027699462
1999,44.82,2,1,8829540,5,50,0,1,00 008,197000,12.19095901,3.802654468,1.698970004,2.027699462
1999,42,1,1,6300000,3,150,0,1,00 008,150000,11.91839057,3.737669618,2.176091259,2.027699462
1999,55,2,1,11600000,3,100,0,1,00 008,210909.0909,12.25918247,4.007333185,2,2.027699462
1999,62.4,2,1,11500000,1,90,0,1,00 008,184294.8718,12.12429232,4.133565275,1.954242509,2.027699462
1999,69,3,1,13500000,2,100,0,1,00 008,195652.1739,12.18409374,4.234106505,2,2.027699462
1999,50.6,1,1,4655200,1,100,0,0,00 008,92000,11.42954386,3.923951576,2,2.027699462
1999,48.5,3,1,7032500,2,90,0,1,00 008,145000,11.88448902,3.881563798,1.954242509,2.027699462
1999,58.5,2,1,8014500,1,90,1,1,00 008,137000,11.8277362,4.069026754,1.954242509,2.027699462
1999,36.6,2,1,7137002,4,90,0,1,00 008,195000.0546,12.18075512,3.60004824,1.954242509,2.027699462
1999,55.7,1,1,8912000,1,60,0,0,00 008,160000,11.98292909,4.019980147,1.77815125,2.027699462
1999,54.5,3,1,11400000,1,105,0,1,00 008,209174.3119,12.25092321,3.998200702,2.021189299,2.027699462
1999,49.5,2,1,8563500,1,70,0,1,00 008,173000,12.06104687,3.90197267,1.84509804,2.027699462
1999,118,4,2,12000000,1,152,0,1,00 008,101694.9153,11.52973258,4.770684624,2.181843588,2.027699462
1999,47.72,3,1,6600630,1,90,0,1,00 008,138319.9916,11.83732506,3.865350597,1.954242509,2.027699462
2000,55.5,1,1,8602500,2,154,0,0,00 008,155000,11.9511804,4.016383021,2.187520721,2.027699462
2000,60,3,1,11700000,3,70,0,1,00 008,195000,12.18075484,4.094344562,1.84509804,2.027699462
2000,42.56,1,1,7916160,3,100,0,1,00 008,186000,12.13350195,3.750914845,2,2.027699462
2000,57.6,2,2,13200000,4,65,0,0,00 008,229166.6667,12.34220482,4.053522568,1.812913357,2.027699462
2000,66.7,1,1,15800000,3,155,0,1,00 008,236881.5592,12.37531555,4.200204953,2.190331698,2.027699462
2000,55.5,1,1,8880000,2,154,0,0,00 008,160000,11.98292909,4.016383021,2.187520721,2.027699462
2000,61.44,3,1,11400000,3,95,0,1,00 008,185546.875,12.13106282,4.118061089,1.977723605,2.027699462
2000,63.84,2,1,13900000,3,120,0,1,00 008,217731.8296,12.29101944,4.156379953,2.079181246,2.027699462
2000,42.21,2,1,8864100,2,120,0,1,00 008,210000,12.25486281,3.74265716,2.079181246,2.027699462
2000,52.65,1,1,12400000,3,90,0,1,00 008,235517.5689,12.36954079,3.963666239,1.954242509,2.027699462
2000,52.86,2,1,11100000,2,100,0,1,00 008,209988.6493,12.25480876,3.967646909,2,2.027699462
2000,57,2,1,12500000,3,70,0,1,00 008,219298.2456,12.29818793,4.043051268,1.84509804,2.027699462
2000,41.65,2,1,9996000,3,85,0,1,00 008,240000,12.3883942,3.729301369,1.929418926,2.027699462
2000,62.13,3,1,12400000,3,75,0,1,00 008,199581.5226,12.20397807,4.129228964,1.875061263,2.027699462
2000,52.55,2,1,9750652,2,110,0,1,00 008,185549.9905,12.13107962,3.961765097,2.041392685,2.027699462
2000,45,1,1,8437500,3,65,0,1,00 008,187500,12.14153412,3.80666249,1.812913357,2.027699462
2000,55,2,1,13400000,3,70,0,1,00 008,243636.3636,12.40343208,4.007333185,1.84509804,2.027699462
2000,74,3,1,15200000,3,70,0,0,00 008,205405.4054,12.23274089,4.304065093,1.84509804,2.027699462
2000,64,2,1,12500000,3,50,0,1,00 008,195312.5,12.18235612,4.158883083,1.698970004,2.027699462
2000,51.1,2,1,10700000,2,100,0,1,00 008,209393.3464,12.2519698,3.933784497,2,2.027699462
2000,40,1,1,10500000,3,50,0,1,00 008,262500,12.47800636,3.688879454,1.698970004,2.027699462
2000,67.3,3,1,13500000,3,50,1,1,00 008,200594.3536,12.20904001,4.209160237,1.698970004,2.027699462
2000,49,2,1,9100036,3,85,0,1,00 008,185715.0204,12.13196863,3.891820298,1.929418926,2.027699462
1999,93.5,2,1,20000000,3,28,1,1,00 008,213903.7433,12.2732814,4.537961436,1.447158031,2.055861966
1999,93.5,2,1,20000000,3,28,1,1,00 008,213903.7433,12.2732814,4.537961436,1.447158031,2.055861966
1999,38,1,1,5734200,2,100,0,1,00 008,150900,11.92437264,3.63758616,2,2.055861966
2000,92,1,1,17500000,3,80,0,1,00 008,190217.3913,12.15592286,4.521788577,1.903089987,2.055861966
2000,36.68,1,1,7519398,3,90,0,1,00 008,204999.9455,12.23076499,3.602231647,1.954242509,2.055861966
