ATT,DJIA,GM,IBM,INT1M,ratt,rdj,rgm,ribm,pratt,prdj,prgm,pribm
23,6563.84,44.44,33.28,5.23,0,-0.00685715,0.01553931,-0.02576112,-0.00014528,-0.00685715,0.0155395,-0.02576156
23,6540.05,45.12,33.25,5.23,0,-0.0036244,0.01530153,-0.00090144,-0.00014528,-0.0036244,0.01530163,-0.00090187
22.42,6391.69,44.44,33.34,5.23,-0.02521739,-0.02268484,-0.01507092,0.00270677,-0.02536267,-0.02268414,-0.01507029,0.00270719
22.33,6451.9,43.56,34.12,5.23,-0.00401427,0.00942004,-0.01980198,0.02339532,-0.00415955,0.00942016,-0.01980224,0.02339587
22.33,6587.16,43.86,34.47,5.23,0,0.02096437,0.00688705,0.01025791,-0.00014528,0.02096437,0.00688647,0.01025772
22.5,6679.87,43.86,34.37,5.21,0.00761308,0.01407435,0,-0.00290107,0.00746835,0.01407414,-0.00000039,-0.00290107
22.5,6658.6,43.17,34.44,5.21,0,-0.00318419,-0.01573187,0.00203666,-0.00014472,-0.00318419,-0.01573179,0.0020371
22.42,6703.55,42.98,34.94,5.21,-0.00355556,0.00675067,-0.00440121,0.014518,-0.00370028,0.00675077,-0.00440139,0.01451813
22,6660.21,42.39,34.34,5.21,-0.01873327,-0.00646523,-0.01372732,-0.0171723,-0.018878,-0.00646471,-0.01372714,-0.01717191
21.42,6833.59,42.39,35,5.21,-0.02636364,0.02603221,0,0.01921957,-0.02650836,0.02603295,-0.00000072,0.01921957
21,6812.72,42.1,35.59,5.23,-0.01960784,-0.00305403,-0.00684124,0.01685714,-0.01975312,-0.00305349,-0.00684115,0.01685733
20.5,6792.25,42.1,38.41,5.21,-0.02380952,-0.00300467,0,0.07923574,-0.02395425,-0.00300401,0.00000008,0.07923574
20.83,6738.87,42.59,37.69,5.23,0.01609756,-0.00785896,0.01163896,-0.01874512,0.01595228,-0.0078594,0.01163917,-0.01874544
21.83,6783.02,42.49,37.59,5.23,0.04800768,0.00655154,-0.00234797,-0.00265322,0.0478624,0.00655021,-0.00234815,-0.00265316
22.17,6962.03,42.49,39.59,5.21,0.0155749,0.0263909,0,0.05320564,0.01543018,0.02639047,-0.00000073,0.05320564
22.33,7008.99,41.32,40.12,5.23,0.00721696,0.00674516,-0.02753589,0.01338722,0.00707168,0.00674496,-0.02753608,0.01338798
22.58,6976.48,41.81,40.34,5.23,0.0111957,-0.00463833,0.01185866,0.00548355,0.01105042,-0.00463864,0.01185879,0.00548322
22.42,7071.2,42.3,40.53,5.23,-0.00708592,0.01357705,0.01171968,0.00470997,-0.0072312,0.01357724,0.01171931,0.00470964
22.5,7214.49,43.95,41.53,5.23,0.00356824,0.02026389,0.03900709,0.02467308,0.00342297,0.02026379,0.03900653,0.024672
22.25,7225.32,43.95,41.37,5.23,-0.01111111,0.00150115,0,-0.00385264,-0.01125639,0.00150145,-0.00000004,-0.00385264
21.75,7085.65,43.86,40.53,5.23,-0.02247191,-0.01933063,-0.00204778,-0.02030457,-0.02261719,-0.01933001,-0.00204725,-0.02030451
21.67,7136.62,44.05,41.84,5.25,-0.00367816,0.00719341,0.00433197,0.03232174,-0.00382399,0.00719351,0.00433177,0.03232162
21.83,7169.53,44.05,41.87,5.25,0.00738348,0.00461143,0,0.00071702,0.00723765,0.00461122,-0.00000013,0.00071702
21.92,7292.75,43.95,43.37,5.25,0.00412277,0.01718662,-0.00227015,0.03582517,0.00397693,0.01718651,-0.00227063,0.03582524
21.92,7274.21,43.27,43.41,5.23,0,-0.00254225,-0.01547213,0.0009223,-0.00014528,-0.00254225,-0.01547206,0.00092273
21.92,7286.16,42.78,43.47,5.25,0,0.00164279,-0.01132424,0.00138217,-0.00014583,0.00164279,-0.01132429,0.00138249
22.08,7333.55,43.08,43.47,5.25,0.00729927,0.00650411,0.00701262,0,0.00715344,0.00650391,0.00701244,-0.0000002
22.33,7194.67,44.73,42.5,5.26,0.01132246,-0.01893762,0.03830084,-0.02231424,0.01117635,-0.01893794,0.03830136,-0.0223153
22.25,7228.88,45.12,42.19,5.26,-0.00358262,0.00475491,0.00871898,-0.00729412,-0.00372874,0.00475501,0.00871885,-0.00729436
22.75,7303.46,44.83,43.44,5.26,0.02247191,0.01031695,-0.00642731,0.02962787,0.0223258,0.01031633,-0.00642759,0.02962805
23,7290.69,44.44,43.78,5.23,0.01098901,-0.00174849,-0.00869953,0.00782689,0.01084373,-0.00174879,-0.00869948,0.00782713
23.58,7258.13,44.93,43.12,5.21,0.02521739,-0.00446597,0.0110261,-0.01507538,0.02507267,-0.00446667,0.01102623,-0.01507568
24.08,7345.91,45.71,43.34,5.21,0.02120441,0.01209402,0.01736034,0.00510204,0.02105969,0.01209344,0.01736,0.00510156
24.08,7345.91,44.83,43.34,5.21,0,0,-0.01925181,0,-0.00014472,0,-0.01925181,0.00000054
25,7383.41,44.25,44.81,5.23,0.03820598,0.00510488,-0.01293777,0.03391786,0.0380607,0.00510382,-0.01293791,0.03391822
24.67,7357.23,45.12,45.06,5.23,-0.0132,-0.00354579,0.01966102,0.00557911,-0.01334528,-0.00354542,0.01966112,0.00557857
24.25,7330.18,45.8,43.87,5.24,-0.01702473,-0.00367666,0.01507092,-0.02640923,-0.01717028,-0.00367618,0.01507102,-0.02640965
24.5,7331.04,44.25,43.25,5.24,0.01030928,0.00011732,-0.0338428,-0.01413267,0.01016372,0.00011704,-0.0338428,-0.01413173
23.75,7289.4,43.66,43.56,5.24,-0.03061225,-0.00567996,-0.01333333,0.00716763,-0.0307578,-0.00567911,-0.01333318,0.007168
23.92,7312.15,43.66,42.19,5.23,0.0071579,0.00312097,0,-0.03145087,0.00701262,0.00312077,-0.00000009,-0.03145087
23.42,7269.66,43.27,41.69,5.23,-0.02090301,-0.00581088,-0.00893266,-0.01185115,-0.02104829,-0.0058103,-0.0089325,-0.0118509
23.67,7305.29,43.56,41.44,5.23,0.01067464,0.00490119,0.0067021,-0.00599664,0.01052936,0.0049009,0.00670197,-0.00599683
23.83,7435.78,44.83,42.81,5.23,0.00675961,0.0178624,0.02915519,0.03305985,0.00661433,0.01786221,0.02915469,0.03305904
24,7478.5,44.05,43.44,5.23,0.00713387,0.00574519,-0.01739906,0.01471619,0.00698859,0.005745,-0.01739922,0.01471667
24.17,7539.27,44.15,43.12,5.23,0.00708333,0.00812596,0.00227015,-0.00736648,0.00693806,0.00812576,0.00226992,-0.00736655
24.33,7575.83,44.83,43.56,5.23,0.00661978,0.00484928,0.01540204,0.01020408,0.0064745,0.00484909,0.0154019,0.01020365
24.75,7711.47,44.83,44.06,5.23,0.01726264,0.01790431,0,0.01147842,0.01711736,0.01790383,-0.0000005,0.01147842
25.17,7782.04,45.22,44.5,5.23,0.0169697,0.0091513,0.00869953,0.00998638,0.01682442,0.00915083,0.00869928,0.00998614
25.5,7772.09,45.03,44.62,5.23,0.01311085,-0.00127859,-0.00420168,0.00269663,0.01296557,-0.00127895,-0.00420165,0.00269675
25.33,7760.78,44.25,44.94,5.23,-0.00666667,-0.00145521,-0.01732179,0.00717167,-0.00681194,-0.00145502,-0.01732175,0.00717215
25,7718.71,44.73,44.5,5.23,-0.01302803,-0.00542085,0.01084746,-0.00979083,-0.01317331,-0.00542049,0.01084761,-0.00979113
25.25,7777.06,44.44,44.81,5.24,0.01,0.00755955,-0.00648335,0.00696629,0.00985444,0.00755928,-0.00648355,0.00696647
24.83,7796.51,44.34,44.94,5.24,-0.01663366,0.00250095,-0.00225023,0.00290114,-0.01677922,0.00250141,-0.00225029,0.0029012
24.17,7604.26,44.15,43.87,5.23,-0.02658075,-0.02465847,-0.00428507,-0.02380952,-0.02672603,-0.02465773,-0.00428439,-0.02380941
24.63,7758.06,44.25,45.91,5.23,0.01903186,0.02022551,0.00226501,0.04650103,0.01888658,0.02022498,0.00226444,0.04650096
24.67,7689.98,44.15,45.94,5.23,0.00162404,-0.00877539,-0.00225989,0.00065345,0.00147876,-0.00877544,-0.00225964,0.00065352
24.08,7654.25,44.54,45.31,5.23,-0.02391569,-0.00464631,0.00883352,-0.01371354,-0.02406097,-0.00464564,0.00883365,-0.01371379
23.88,7687.72,45.03,45.62,5.23,-0.00830565,0.00437273,0.01100135,0.00684176,-0.00845093,0.00437297,0.01100123,0.00684145
23.38,7672.79,44.73,45.12,5.23,-0.02093802,-0.00194206,-0.00666223,-0.01096011,-0.0210833,-0.00194148,-0.00666217,-0.01095992
24.25,7722.33,44.34,45.91,5.23,0.03721129,0.00645658,-0.00871898,0.01750887,0.03706601,0.00645555,-0.00871916,0.01750911
23.96,7795.38,44.64,46.72,5.23,-0.01195876,0.00945958,0.0067659,0.01764322,-0.01210404,0.00945991,0.00676564,0.01764303
24,7895.81,44.83,47.41,5.23,0.00166945,0.01288327,0.00425627,0.01476884,0.00152417,0.01288323,0.00425592,0.01476872
24,7895.81,44.44,47.41,5.23,0,0,-0.00869953,0,-0.00014528,0,-0.00869953,0.00000024
24.42,7858.49,44.25,47.25,5.23,0.0175,-0.00472656,-0.00427543,-0.00337482,0.01735472,-0.00472704,-0.0042753,-0.0033747
24.33,7962.31,43.66,47.87,5.23,-0.0036855,0.01321119,-0.01333333,0.01312169,-0.00383078,0.01321129,-0.0133337,0.01312206
23.75,7842.43,43.37,48.09,5.23,-0.02383888,-0.01505593,-0.00664224,0.00459578,-0.02398416,-0.01505527,-0.00664182,0.00459597
23.83,7886.76,43.08,47.87,5.23,0.00336842,0.00565259,-0.00668665,-0.00457476,0.00322314,0.00565249,-0.00668681,-0.00457457
23.42,7921.82,44.25,47.87,5.23,-0.0172052,0.00444543,0.02715877,0,-0.01735048,0.0044459,0.02715865,-0.00000075
23.54,7922.98,43.66,47.62,5.23,0.00512383,0.00014643,-0.01333333,-0.00522248,0.00497855,0.00014629,-0.01333334,-0.00522211
23.33,7975.71,43.17,48,5.22,-0.00892099,0.00665532,-0.01122309,0.00797984,-0.00906599,0.00665557,-0.01122327,0.00798015
24.21,8038.88,43.51,48.81,5.22,0.03771967,0.0079203,0.00787584,0.016875,0.03757467,0.00791925,0.00787562,0.01687478
23.33,8020.77,43.47,49.81,5.22,-0.03634862,-0.0022528,-0.00091933,0.02048761,-0.03649362,-0.00225179,-0.00091927,0.02048763
22.92,7890.46,43.95,52.25,5.22,-0.01757394,-0.01624657,0.0110421,0.04898615,-0.01771894,-0.01624608,0.01104255,0.04898584
22.83,7906.72,44.34,51.87,5.21,-0.0039267,0.00206072,0.00887372,-0.00727273,-0.00407142,0.00206083,0.00887366,-0.00727297
23.96,8061.65,44.39,51.5,5.21,0.04949628,0.01959472,0.00112765,-0.00713322,0.04935156,0.01959335,0.00112711,-0.00713325
23.75,8088.36,44.39,52.56,5.2,-0.00876461,0.00331322,0,0.02058252,-0.00890905,0.00331346,-0.00000009,0.02058252
23.75,8116.93,44.05,53.91,5.2,0,0.00353224,-0.00765938,0.02568493,-0.00014444,0.00353224,-0.00765948,0.02568514
23.92,8113.44,44.2,53.5,5.2,0.0071579,-0.00042997,0.00340522,-0.00760527,0.00701345,-0.00043016,0.00340523,-0.00760536
24.25,8121.11,43.51,52.5,5.22,0.01379599,0.00094535,-0.01561086,-0.01869159,0.01365099,0.00094496,-0.01561089,-0.01869116
24.63,8174.53,43.81,51.44,5.22,0.0156701,0.00657792,0.00689497,-0.02019048,0.0155251,0.00657748,0.00689478,-0.02019067
24.67,8254.89,42.88,53,5.21,0.00162404,0.00983054,-0.02122803,0.03032659,0.00147931,0.00983049,-0.0212283,0.03032718
24.54,8222.61,43.08,52.87,5.19,-0.00526956,-0.00391041,0.00466418,-0.00245283,-0.00541373,-0.00391026,0.00466429,-0.00245296
24.83,8194.04,42.3,52.37,5.19,0.01181744,-0.00347457,-0.01810585,-0.00945716,0.01167327,-0.00347489,-0.01810575,-0.00945666
24.96,8198.45,42.39,53.12,5.19,0.0052356,0.0005382,0.00212766,0.01432118,0.00509144,0.00053805,0.00212765,0.01432112
25.33,8187.54,43.03,53.25,5.19,0.01482372,-0.00133074,0.0150979,0.00244729,0.01467955,-0.00133115,0.01509794,0.00244687
26.04,8259.31,42.88,53.94,5.2,0.02803,0.00876576,-0.00348594,0.01295775,0.02788556,0.00876498,-0.00348618,0.01295784
26.75,8188,43.66,53.69,5.21,0.02726575,-0.00863389,0.0181903,-0.00463478,0.02712102,-0.00863465,0.01819054,-0.00463529
26.96,8031.22,45.03,52.62,5.21,0.00785047,-0.01914753,0.03137884,-0.01992922,0.00770575,-0.01914775,0.03137937,-0.0199301
27.83,8062.11,46,51.5,5.22,0.03227003,0.00384624,0.0215412,-0.02128468,0.03212503,0.00384534,0.02154109,-0.02128528
27.08,7960.84,45.51,51.72,5.21,-0.02694934,-0.01256123,-0.01065217,0.00427185,-0.02709406,-0.01256048,-0.01065183,0.00427214
26.46,7928.32,44.34,52.19,5.23,-0.02289513,-0.004085,-0.02570864,0.00908739,-0.0230404,-0.00408436,-0.02570852,0.00908811
26.54,7942.03,45.61,51.81,5.22,0.00302343,0.00172924,0.02864231,-0.00728109,0.00287843,0.00172916,0.02864226,-0.00728188
26.04,7694.66,46.34,49.97,5.22,-0.01883949,-0.03114695,0.01600526,-0.03551438,-0.01898449,-0.03114643,0.01600613,-0.03551482
27,7803.36,46.68,52,5.22,0.03686636,0.01412668,0.00733707,0.04062438,0.03672136,0.01412566,0.00733668,0.04062417
26.92,7918.1,48.24,53.97,5.22,-0.00296296,0.01470392,0.03341902,0.03788462,-0.00310796,0.01470401,0.03341862,0.03788369
26.83,8021.23,50.24,54,5.22,-0.00334324,0.01302459,0.04145937,0.00055586,-0.00348824,0.01302468,0.04145901,0.00055471
26.63,7893.95,48.83,52.87,5.22,-0.00745434,-0.01586789,-0.02806529,-0.02092593,-0.00759934,-0.01586768,-0.02806485,-0.02092515
26.83,7887.91,49.12,53.19,5.22,0.00751033,-0.00076514,0.00593897,0.00605258,0.00736533,-0.00076535,0.00593899,0.00605242
26.75,7859.57,49.7,52.5,5.2,-0.00298174,-0.00359284,0.01180782,-0.01297236,-0.00312618,-0.00359276,0.01180792,-0.01297269
26.58,7782.22,49.85,51.66,5.22,-0.00635514,-0.00984151,0.00301811,-0.016,-0.00650014,-0.00984133,0.00301838,-0.01600008
26.71,7787.33,48.92,51.94,5.19,0.0048909,0.00065663,-0.01865597,0.00542005,0.00474673,0.00065649,-0.01865599,0.00542057
26.17,7694.43,47.85,50.56,5.2,-0.02021715,-0.01192963,-0.02187245,-0.02656912,-0.02036159,-0.01192907,-0.02187211,-0.02656851
26,7622.42,47.36,50.69,5.21,-0.00649599,-0.00935872,-0.01024033,0.0025712,-0.00664071,-0.00935854,-0.01024007,0.00257149
26,7622.42,47.56,50.69,5.21,0,0,0.00422297,0,-0.00014472,0,0.00422297,-0.00000012
27,7879.78,47.51,52.03,5.21,0.03846154,0.03376356,-0.0010513,0.02643519,0.03831682,0.03376249,-0.00105224,0.02643522
26.54,7894.64,46.54,51.78,5.21,-0.01703704,0.00188584,-0.02041675,-0.00480492,-0.01718176,0.00188631,-0.02041681,-0.00480435
26.58,7867.24,47.56,51.87,5.21,0.00150716,-0.00347071,0.02191663,0.00173812,0.00136244,-0.00347075,0.02191673,0.00173751
26.63,7822.41,49.22,51.81,5.21,0.00188111,-0.00569831,0.03490328,-0.00115674,0.00173639,-0.00569837,0.03490344,-0.00115771
26.79,7835.18,49.46,51.44,5.21,0.00600826,0.00163249,0.00487607,-0.00714148,0.00586354,0.00163232,0.00487602,-0.00714161
27.13,7851.91,49.36,50,5.21,0.0126913,0.00213524,-0.00202184,-0.02799378,0.01254658,0.00213489,-0.0020219,-0.02799372
27.96,7719.28,50.53,48.5,5.21,0.03059344,-0.01689143,0.0237034,-0.03,0.03044872,-0.01689228,0.02370387,-0.03000066
28.67,7660.98,51.6,49,5.21,0.02539342,-0.00755252,0.02117554,0.01030928,0.0252487,-0.00755322,0.02117575,0.01030869
28.54,7742.97,50.68,48.87,5.21,-0.00453436,0.01070229,-0.01782946,-0.00265306,-0.00467908,0.01070241,-0.01782976,-0.00265257
29.46,7721.14,50.04,48.12,5.21,0.03223546,-0.00281933,-0.01262826,-0.01534684,0.03209074,-0.00282023,-0.01262818,-0.01534649
29.92,7895.92,49.7,49.81,5.21,0.01561439,0.02263655,-0.00679456,0.03512053,0.01546967,0.02263612,-0.00679519,0.03512072
29.13,7886.44,48.92,49.81,5.21,-0.02640374,-0.00120062,-0.01569417,0,-0.02654847,-0.00119989,-0.01569413,0.00000044
29.46,7922.72,48.92,49.37,5.21,0.01132853,0.0046003,0,-0.00883357,0.01118381,0.00459999,-0.00000013,-0.00883357
29.33,7917.27,50.87,49.62,5.21,-0.00441276,-0.0006879,0.039861,0.0050638,-0.00455749,-0.00068777,0.03986102,0.0050627
30.63,7996.83,50.87,51.94,5.21,0.04432322,0.01004892,0,0.04675534,0.0441785,0.01004769,-0.00000028,0.04675534
29.75,7970.06,51.07,51.62,5.21,-0.02873,-0.00334758,0.00393159,-0.00616096,-0.02887473,-0.00334678,0.00393168,-0.00616106
30.04,7906.71,51.46,50.78,5.21,0.0097479,-0.0079485,0.00763658,-0.01627276,0.00960318,-0.00794877,0.0076368,-0.01627298
29.96,7848.01,51.21,50.81,5.21,-0.00266312,-0.00742407,-0.00485814,0.00059078,-0.00280784,-0.007424,-0.00485794,0.00059092
30.29,7922.18,52.29,51.31,5.21,0.01101469,0.0094508,0.02108963,0.00984058,0.01086996,0.0094505,0.02108937,0.00984
30.13,7991.43,52.33,52.5,5.21,-0.00528227,0.00874128,0.00076497,0.02319236,-0.00542699,0.00874143,0.00076472,0.02319234
29.5,7945.26,51.75,53,5.21,-0.02090939,-0.00577744,-0.01108351,0.00952381,-0.02105412,-0.00577686,-0.01108335,0.00952412
29.5,8015.5,51.85,51.75,5.21,0,0.00884049,0.00193237,-0.02358491,-0.00014472,0.00884049,0.00193212,-0.02358496
29.04,8027.53,53.02,52.28,5.2,-0.01559322,0.00150084,0.02256509,0.01024155,-0.01573767,0.00150128,0.02256505,0.01024092
28.79,8038.58,53.7,52.16,5.2,-0.00860882,0.00137651,0.01282535,-0.00229533,-0.00875326,0.00137675,0.01282531,-0.00229569
29.29,8100.22,53.31,52.41,5.19,0.01736714,0.00766802,-0.00726257,0.00479295,0.01722298,0.00766754,-0.00726278,0.00479315
30.29,8178.31,53.55,53.41,5.19,0.03414135,0.00964048,0.00450197,0.01908033,0.03399718,0.00963953,0.0045017,0.0190802
31,8095.06,54.23,52.62,5.2,0.02344008,-0.01017937,0.01269841,-0.01479124,0.02329564,-0.01018002,0.0126987,-0.01479159
30.79,8061.42,52.7,52.31,5.2,-0.00677419,-0.00415562,-0.02821317,-0.0058913,-0.00691864,-0.00415543,-0.02821305,-0.00589051
30.54,8045.21,51.85,52.47,5.2,-0.00811952,-0.00201081,-0.01612903,0.00305869,-0.00826396,-0.00201059,-0.01612898,0.00305914
30.38,8072.22,51.46,52.25,5.2,-0.00523903,0.00335728,-0.0075217,-0.00419287,-0.00538348,0.00335742,-0.00752179,-0.00419266
30.67,8096.29,50.77,51.66,5.2,0.00954575,0.00298183,-0.01340847,-0.01129187,0.00940131,0.00298157,-0.01340856,-0.01129149
29.92,8057.98,51.46,50.84,5.2,-0.02445386,-0.0047318,0.0135907,-0.01587302,-0.02459831,-0.00473112,0.01359084,-0.01587339
29.04,7938.88,52.09,49.94,5.2,-0.02941177,-0.01478038,0.01224252,-0.0177026,-0.02955621,-0.01477956,0.01224293,-0.01770294
30.13,7847.03,52.19,47.72,5.2,0.03753444,-0.01156964,0.00191975,-0.04445334,0.03738999,-0.01157069,0.00192008,-0.0444534
31.67,7921.44,52.97,48.75,5.2,0.05111185,0.00948257,0.01494539,0.02158424,0.0509674,0.00948115,0.01494513,0.02158383
33.17,8060.44,53.16,52.59,5.24,0.04736344,0.01754732,0.00358694,0.07876923,0.04721788,0.017546,0.00358645,0.07876913
32.96,8034.65,52.87,52.56,5.24,-0.00633102,-0.00319958,-0.00545523,-0.00057045,-0.00647658,-0.0031994,-0.00545514,-0.0005703
32.71,7847.77,53.41,50.19,5.24,-0.00758495,-0.02325926,0.01021373,-0.04509132,-0.00773051,-0.02325905,0.01021438,-0.04509161
33.54,7715.41,53.36,49,5.24,0.0253745,-0.01686594,-0.00093615,-0.0237099,0.02522895,-0.01686664,-0.00093569,-0.02370988
30.17,7161.15,53.26,45,5.24,-0.10047704,-0.07183805,-0.00187406,-0.08163265,-0.1006226,-0.07183526,-0.00187207,-0.0816326
32.42,7498.32,54.04,49.69,5.23,0.0745774,0.04708322,0.01464514,0.10422222,0.07443212,0.04708115,0.01464383,0.10422182
32.25,7506.67,54.58,49.12,5.23,-0.00524368,0.00111358,0.0099926,-0.01147112,-0.00538896,0.00111373,0.00999257,-0.0114714
32.08,7381.67,55.7,47.91,5.24,-0.00527132,-0.01665186,0.02052034,-0.02463355,-0.00541687,-0.01665171,0.0205208,-0.02463412
32.58,7442.08,54.87,49.25,5.24,0.01558604,0.00818379,-0.01490126,0.02796911,0.01544048,0.00818335,-0.01490148,0.02796952
33.29,7674.39,54.92,50.81,5.23,0.02179251,0.03121574,0.00091125,0.03167513,0.02164723,0.03121513,0.00091038,0.0316751
32.83,7689.13,54.58,50.97,5.23,-0.01381796,0.00192067,-0.00619082,0.00314899,-0.01396324,0.00192106,-0.00619088,0.00314916
32,7692.57,54.19,51.37,5.23,-0.02528175,0.00044739,-0.00714548,0.00784775,-0.02542703,0.00044809,-0.00714549,0.00784795
31.96,7683.24,54.48,50.53,5.23,-0.00125,-0.00121286,0.00535154,-0.01635196,-0.00139528,-0.00121282,0.00535158,-0.01635211
32,7581.32,55.6,49.75,5.23,0.00125156,-0.01326524,0.020558,-0.01543637,0.00110629,-0.01326527,0.02055837,-0.01543695
32.21,7552.59,55.65,48.84,5.23,0.0065625,-0.00378958,0.00089928,-0.01829146,0.00641722,-0.00378976,0.00089939,-0.01829148
32.17,7558.73,54.77,49.5,5.23,-0.00124185,0.00081297,-0.01581312,0.01351351,-0.00138713,0.000813,-0.01581314,0.01351395
31.17,7401.32,53.07,48.31,5.24,-0.03108486,-0.02082493,-0.03103889,-0.0240404,-0.03123042,-0.02082406,-0.03103831,-0.02403954
32.5,7487.76,49.9,49.56,5.24,0.04266923,0.011679,-0.05973243,0.02587456,0.04252368,0.01167781,-0.05973275,0.02587622
32,7572.48,52.14,50.75,5.24,-0.01538462,0.01131447,0.04488978,0.0240113,-0.01553017,0.01131489,0.04488947,0.02401005
32.42,7698.22,53.02,51.75,5.25,0.013125,0.01660486,0.01687764,0.01970443,0.01297917,0.0166045,0.01687718,0.01970397
35,7650.82,51.46,51.06,5.25,0.07958051,-0.00615727,-0.02942286,-0.01333333,0.07943467,-0.00615948,-0.02942269,-0.01333252
35.21,7724.74,50.04,51.53,5.23,0.006,0.00966171,-0.02759425,0.00920486,0.00585472,0.00966154,-0.02759452,0.00920562
36.38,7826.61,52.33,52.37,5.23,0.0332292,0.0131875,0.04576339,0.01630118,0.03308392,0.01318658,0.04576302,0.01629991
37.13,7881.07,51.99,52.78,5.23,0.02061572,0.00695831,-0.00649723,0.00782891,0.02047045,0.00695774,-0.00649742,0.00782909
36.09,7767.92,52.04,51.56,5.23,-0.0280097,-0.01435719,0.00096172,-0.02311482,-0.02815497,-0.01435641,0.00096212,-0.02311484
37,7808.95,51.85,53.69,5.23,0.02521474,0.00528198,-0.00365104,0.04131109,0.02506946,0.00528128,-0.00365118,0.0413112
37.25,7794.78,50.48,54.87,5.23,0.00675676,-0.00181459,-0.02642237,0.02197802,0.00661148,-0.00181477,-0.02642232,0.02197876
37.25,7794.78,51.02,54.87,5.23,0,0,0.01069731,0,-0.00014528,0,0.01069731,-0.0000003
37.25,7823.13,49.61,54.75,5.21,0,0.00363705,-0.02763622,-0.00218699,-0.00014472,0.00363705,-0.02763632,-0.00218622
37.79,8013.11,48.97,56.28,5.28,0.01449664,0.0242844,-0.01290063,0.02794521,0.01434998,0.024284,-0.0129013,0.02794556
37.54,8018.83,48.53,55.37,5.29,-0.00661551,0.00071383,-0.00898509,-0.01616915,-0.00676245,0.00071401,-0.00898511,-0.01616891
38.09,8032.01,47.75,55.19,5.29,0.01465104,0.00164363,-0.01607253,-0.00325086,0.01450409,0.00164322,-0.01607258,-0.00325041
38.59,8050.16,48.78,54.62,5.29,0.01312681,0.00225971,0.02157068,-0.01032796,0.01297986,0.00225934,0.02157062,-0.01032856
38.25,8149.13,47.85,56.12,5.28,-0.00881057,0.01229417,-0.01906519,0.02746247,-0.00895724,0.01229441,-0.01906553,0.027463
38.54,8110.84,47.71,56.44,5.26,0.0075817,-0.00469866,-0.00292581,0.00570207,0.00743559,-0.00469887,-0.00292568,0.00570215
38.67,8049.66,48,55.19,5.26,0.00337312,-0.00754299,0.00607839,-0.02214741,0.00322701,-0.00754309,0.0060786,-0.02214758
38.54,7978.79,48.39,53.25,5.26,-0.00336178,-0.0088041,0.008125,-0.0351513,-0.00350789,-0.00880401,0.00812525,-0.03515152
38.09,7848.99,47.56,50.81,5.26,-0.01167618,-0.01626813,-0.0171523,-0.0458216,-0.01182229,-0.01626781,-0.01715185,-0.04582112
38.46,7838.3,47.32,50.19,5.25,0.00971384,-0.00136196,-0.00504626,-0.01220232,0.009568,-0.00136223,-0.00504622,-0.01220218
38.17,7922.59,46.88,50.44,5.25,-0.0075403,0.01075361,-0.00929839,0.00498107,-0.00768614,0.01075382,-0.00929869,0.00498133
37.92,7976.31,46.88,51.87,5.25,-0.00654965,0.00678061,0,0.02835052,-0.00669548,0.00678079,-0.00000019,0.02835052
38.59,7957.41,47.51,51,5.25,0.01766878,-0.00236952,0.01343857,-0.0167727,0.01752294,-0.00237001,0.01343863,-0.01677307
39.42,7846.5,48.14,50,5.26,0.02150816,-0.01393795,0.01326037,-0.01960784,0.02136205,-0.01393855,0.01326075,-0.01960821
40.88,7756.29,48.34,51.06,5.26,0.03703704,-0.01149685,0.00415455,0.0212,0.03689093,-0.01149788,0.00415487,0.02119989
42.63,7819.31,47.56,51.28,5.27,0.04280822,0.00812502,-0.01613571,0.00430866,0.04266183,0.00812383,-0.01613593,0.00430911
41.17,7691.77,48,49.31,5.29,-0.03424818,-0.0163109,0.00925147,-0.03841654,-0.03439513,-0.01630995,0.00925193,-0.03841679
41.42,7660.13,49.31,49.56,5.29,0.00607238,-0.00411349,0.02729167,0.00506997,0.00592544,-0.00411366,0.02729178,0.00506921
41.42,7660.13,49.75,49.56,5.29,0,0,0.00892314,0,-0.00014694,0,0.00892314,-0.00000025
42.04,7679.31,49.36,50.84,5.34,0.01496861,0.00250387,-0.0078392,0.02582728,0.01482028,0.00250346,-0.00783927,0.0258275
42.09,7792.41,50.19,51.37,5.31,0.00118934,0.01472789,0.01681524,0.01042486,0.00104184,0.01472785,0.01681483,0.0104244
41.75,7915.97,49.31,51.56,5.29,-0.00807793,0.01585646,-0.01753337,0.00369866,-0.00822487,0.01585668,-0.01753381,0.00369914
40.88,7908.25,48.73,52.31,5.28,-0.02083832,-0.00097524,-0.01176232,0.01454616,-0.02098499,-0.00097467,-0.01176229,0.01454649
40.88,7908.25,49.75,52.31,5.28,0,0,0.02093166,0,-0.00014667,0,0.02093166,-0.00000058
39.21,7965.04,50.43,52.81,5.33,-0.04085127,0.00718111,0.01366834,0.0095584,-0.04099933,0.00718224,0.01366814,0.00955802
39.59,7978.99,50.19,53.22,5.3,0.00969141,0.0017514,-0.00475907,0.00776368,0.00954418,0.00175113,-0.00475912,0.00776381
40,7906.25,49.56,52.62,5.29,0.01035615,-0.00911644,-0.0125523,-0.01127396,0.01020921,-0.00911673,-0.01255205,-0.01127361
40,7902.27,48.4,52.12,5.2,0,-0.0005034,-0.02340597,-0.00950209,-0.00014444,-0.0005034,-0.02340596,-0.00950144
