ATT,DJIA,GM,IBM,INT1M,ratt,rdj,rgm,ribm,pratt,prdj,prgm,pribm
27.23,5581.86,42.69,24.75,4.75,-0.01053779,0.00559016,-0.00674732,0.00650671,-0.01066974,0.00559045,-0.00674748,0.0065069
27.46,5603.65,42.78,24.72,4.74,0.00844657,0.00390372,0.00210822,-0.00121212,0.0083149,0.00390348,0.00210811,-0.00121218
27.06,5520.5,42.39,24,4.73,-0.01456664,-0.01483854,-0.00911641,-0.02912621,-0.01469803,-0.01483814,-0.009116,-0.02912596
27.16,5510.56,41.42,23.83,4.73,0.00369549,-0.00180056,-0.02288276,-0.00708333,0.0035641,-0.00180066,-0.02288271,-0.0070827
26.02,5349.51,40.54,22.72,4.73,-0.04197349,-0.02922571,-0.02124578,-0.04657994,-0.04210488,-0.02922454,-0.02124496,-0.04657935
25.62,5358.76,41.03,23.94,4.74,-0.01537279,0.00172913,0.01208683,0.05369718,-0.01550446,0.00172956,0.01208678,0.05369685
26.02,5376.88,40.83,23.53,4.73,0.0156128,0.00338138,-0.00487448,-0.01712615,0.01548141,0.00338095,-0.00487458,-0.01712601
24.98,5464.18,42.39,23.56,4.73,-0.03996925,0.01623618,0.0382072,0.00127497,-0.04010064,0.01623729,0.03820675,0.00127391
24.64,5426.82,41.91,23.44,4.73,-0.01361089,-0.00683726,-0.01132343,-0.00509338,-0.01374228,-0.00683688,-0.01132324,-0.00509306
23.83,5390.94,40.64,23.12,4.73,-0.03287338,-0.00661161,-0.03030303,-0.01365188,-0.03300477,-0.00661069,-0.03030285,-0.01365104
23.19,5346.55,40.64,22.56,4.73,-0.0268569,-0.00823419,0,-0.02422145,-0.02698829,-0.00823344,0.00000023,-0.02422145
23.48,5354.69,39.08,22.94,4.73,0.01250539,0.00152248,-0.03838583,0.01684397,0.012374,0.00152213,-0.03838587,0.01684504
23.66,5422.01,38.89,25.91,4.73,0.0076661,0.01257216,-0.00486182,0.12946818,0.00753471,0.01257194,-0.00486217,0.12946831
23.94,5473.06,38.98,25.97,4.73,0.01183432,0.00941533,0.00231422,0.00231571,0.01170293,0.009415,0.00231396,0.00231564
23.66,5434.59,39.47,26.19,4.74,-0.01169591,-0.00702898,0.01257055,0.00847131,-0.01182757,-0.00702865,0.01257074,0.00847096
23.54,5481.93,38.4,26.84,4.75,-0.00507185,0.00871087,-0.0271092,0.02481863,-0.0052038,0.00871101,-0.02710944,0.02481939
24.12,5528.91,37.62,26.87,4.75,0.02463891,0.00856997,-0.0203125,0.00111774,0.02450697,0.00856929,-0.02031274,0.0011183
24.41,5594.75,36.64,26.81,4.75,0.01202322,0.01190832,-0.02604997,-0.00223297,0.01189127,0.01190798,-0.0260503,-0.00223225
24.98,5679.83,36.64,27.22,4.73,0.02335109,0.01520711,0,0.0152928,0.0232197,0.01520647,-0.00000042,0.0152928
25.1,5674.28,38.2,27.31,4.73,0.00480384,-0.00097714,0.04257642,0.00330639,0.00467245,-0.00097728,0.04257645,0.00330521
24.98,5696.11,38.2,27.41,4.73,-0.00478088,0.00384718,0,0.00366166,-0.00491227,0.00384732,-0.00000011,0.00366166
25.5,5718.67,37.52,28.16,4.73,0.02081665,0.0039606,-0.01780105,0.02736228,0.02068526,0.00396002,-0.01780116,0.02736277
25.5,5713.49,38.01,28.37,4.73,0,-0.00090581,0.0130597,0.00745739,-0.00013139,-0.00090581,0.01305973,0.00745702
25.33,5681.31,37.33,28.09,4.71,-0.00666667,-0.00563228,-0.01789003,-0.00986958,-0.0067975,-0.0056321,-0.01788987,-0.00986908
25.73,5704.98,36.35,28.03,4.7,0.01579155,0.00416629,-0.02625234,-0.00213599,0.015661,0.00416585,-0.02625246,-0.00213526
25.04,5647.28,37.03,27.34,4.7,-0.02681695,-0.01011397,0.01870702,-0.02461648,-0.0269475,-0.01011323,0.0187073,-0.024617
24.98,5666.88,37.23,27.81,4.71,-0.00239617,0.0034707,0.00540103,0.01719093,-0.002527,0.00347076,0.00540093,0.01719078
25.33,5665.78,36.84,27.72,4.71,0.01401121,-0.00019411,-0.01047542,-0.00323625,0.01388038,-0.0001945,-0.01047542,-0.00323596
25.62,5689.45,37.62,27.5,4.71,0.01144888,0.00417771,0.02117264,-0.00793651,0.01131804,0.00417739,0.02117252,-0.0079371
24.98,5699.44,38.01,27.5,4.71,-0.02498048,0.00175588,0.01036683,0,-0.02511132,0.00175658,0.01036678,-0.00000029
25.1,5721.26,39.18,27.62,4.7,0.00480384,0.00382845,0.03078137,0.00436364,0.00467329,0.00382831,0.03078127,0.00436278
25.1,5689.82,39.37,28.06,4.69,0,-0.00549529,0.00484941,0.01593049,-0.00013028,-0.00549529,0.00484957,0.01593035
25.04,5733.47,39.66,28.16,4.69,-0.00239044,0.0076716,0.00736602,0.00356379,-0.00252072,0.00767166,0.0073658,0.00356359
25.21,5722.74,39.76,28.25,4.69,0.00678914,-0.00187147,0.00252143,0.00319602,0.00665886,-0.00187166,0.00252148,0.00319595
24.75,5693.89,39.37,28.12,4.68,-0.01824673,-0.00504129,-0.00980885,-0.00460177,-0.01837673,-0.00504079,-0.00980871,-0.0046015
24.75,5711.27,39.66,27.94,4.7,0,0.0030524,0.00736602,-0.00640114,-0.00013056,0.0030524,0.00736593,-0.00640134
24.58,5712.38,40.44,28.75,4.69,-0.00686869,0.00019435,0.01966717,0.02899069,-0.00699897,0.00019454,0.01966717,0.02899015
24.23,5647.65,41.32,28.78,4.69,-0.01423922,-0.01133153,0.02176063,0.00104348,-0.0143695,-0.01133113,0.02176095,0.00104287
24.23,5616.21,40.74,28.59,4.7,0,-0.00556692,-0.01403679,-0.00660181,-0.00013056,-0.00556692,-0.01403663,-0.00660142
24.23,5616.21,40.44,28.59,4.7,0,0,-0.00736377,0,-0.00013056,0,-0.00736377,0.00000021
24.23,5648.39,40.74,28.81,4.73,0,0.00572984,0.0074184,0.007695,-0.00013139,0.00572984,0.00741824,0.00769479
24.23,5656.9,40.74,28.66,4.73,0,0.00150662,0,-0.00520653,-0.00013139,0.00150662,-0.00000004,-0.00520653
24,5606.96,40.05,28.28,4.73,-0.00949237,-0.00882816,-0.01693667,-0.0132589,-0.00962375,-0.00882789,-0.01693643,-0.01325843
24.35,5659.86,39.96,28.87,4.73,0.01458333,0.0094347,-0.00224719,0.0208628,0.01445194,0.0094343,-0.00224745,0.02086286
24.64,5733.84,39.86,29.41,4.73,0.01190965,0.013071,-0.0025025,0.01870454,0.01177826,0.01307066,-0.00250287,0.01870461
24.75,5727.18,40.15,29.53,4.73,0.00446429,-0.00116153,0.00727546,0.00408025,0.0043329,-0.00116165,0.0072755,0.00408004
25.39,5754.92,39.86,29.5,4.73,0.02585859,0.00484357,-0.00722291,-0.00101592,0.0257272,0.00484285,-0.00722305,-0.00101572
25.33,5771.94,39.47,29.31,4.73,-0.00236314,0.00295747,-0.00978425,-0.00644068,-0.00249452,0.00295754,-0.00978433,-0.00644041
25.5,5838.52,38.98,30.53,4.73,0.00671141,0.01153512,-0.01241449,0.04162402,0.00658002,0.01153493,-0.01241481,0.04162436
26.19,5889.2,38.69,30.69,4.71,0.02705882,0.00868028,-0.00743971,0.00524075,0.02692799,0.00867953,-0.00743995,0.00524095
26.31,5888.83,38.5,30.91,4.71,0.0045819,-0.0000628,-0.00491083,0.00716846,0.00445107,-0.000063,-0.00491083,0.0071686
26.66,5877.36,38.69,31.12,4.73,0.01330293,-0.00194776,0.00493507,0.00679392,0.01317154,-0.00194813,0.00493512,0.00679378
26.37,5867.74,38.69,30.87,4.73,-0.01087772,-0.00163679,0,-0.00803342,-0.01100911,-0.00163649,0.00000005,-0.00803342
26.25,5888.46,38.79,30.75,4.73,-0.00455063,0.00353117,0.00258465,-0.00388727,-0.00468202,0.0035313,0.00258455,-0.00388734
26.37,5894.74,38.11,31.06,4.73,0.00457143,0.00106649,-0.01753029,0.0100813,0.00444004,0.00106637,-0.01753032,0.01008179
23.77,5874.03,37.42,31.03,4.77,-0.09859689,-0.0035133,-0.01810548,-0.00096587,-0.09872939,-0.00351056,-0.01810539,-0.00096537
23.83,5877.36,37.23,31.62,4.73,0.00252419,0.0005669,-0.0050775,0.01901386,0.0023928,0.00056683,-0.00507751,0.019014
24,5868.85,37.62,31.09,4.73,0.00713387,-0.00144793,0.01047542,-0.01676154,0.00700248,-0.00144813,0.01047546,-0.01676183
23.71,5872.92,37.33,31.19,4.74,-0.01208333,0.00069349,-0.00770867,0.00321647,-0.012215,0.00069383,-0.00770869,0.00321668
24.12,5882.17,37.23,31.12,4.74,0.01729228,0.00157503,-0.00267881,-0.00224431,0.01716062,0.00157455,-0.00267885,-0.00224424
24.65,5904.9,37.62,30.94,4.74,0.02197347,0.00386422,0.01047542,-0.00578406,0.0218418,0.00386361,0.01047532,-0.00578435
24.97,5933.97,38.4,31.47,4.74,0.01298174,0.00492303,0.02073365,0.01712993,0.01285008,0.00492267,0.02073352,0.01712935
24.73,5932.85,38.69,31.25,4.74,-0.00961153,-0.00018874,0.00755208,-0.00699079,-0.0097432,-0.00018848,0.00755209,-0.006991
25.13,5992.86,39.08,31.66,4.73,0.01617469,0.01011487,0.01008012,0.01312,0.0160433,0.01011442,0.01007984,0.01311972
25.37,5979.81,38.98,31.97,4.73,0.00955034,-0.00217759,-0.00255885,0.00979154,0.00941895,-0.00217786,-0.00255879,0.00979161
24.97,5966.77,37.91,32.09,4.73,-0.01576665,-0.00218067,-0.02744997,0.00375352,-0.01589804,-0.00218023,-0.02744991,0.00375428
24.97,5930.62,38.3,31.56,4.73,0,-0.00605855,0.01028752,-0.01651605,-0.00013139,-0.00605855,0.01028769,-0.01651633
24.57,5921.67,37.91,31.94,4.72,-0.01601922,-0.00150912,-0.01018277,0.01204056,-0.01615033,-0.00150867,-0.01018273,0.01204084
24.57,5969.38,37.72,32.47,4.7,0,0.00805685,-0.00501187,0.01659361,-0.00013056,0.00805685,-0.00501209,0.01659375
24.57,6010,37.03,32.5,4.7,0,0.00680473,-0.01829268,0.00092393,-0.00013056,0.00680473,-0.01829287,0.00092444
24.97,6004.78,37.03,32.37,4.73,0.01628002,-0.00086855,0,-0.004,0.01614863,-0.00086901,0.00000002,-0.004
25.29,6020.81,36.84,31.91,4.73,0.01281538,0.00266954,-0.00513098,-0.01421069,0.01268399,0.00266918,-0.00513105,-0.01421055
25.29,6059.2,37.42,31.41,4.75,0,0.00637622,0.01574376,-0.01566907,-0.00013194,0.00637622,0.01574358,-0.01566951
25.29,6094.23,38.5,32.34,4.75,0,0.00578129,0.02886157,0.02960841,-0.00013194,0.00578129,0.02886141,0.0296076
25.21,6090.87,38.89,32.53,4.75,-0.00316331,-0.00055134,0.01012987,0.00587508,-0.00329525,-0.00055125,0.01012989,0.0058748
25.21,6061.8,38.59,31.75,4.75,0,-0.00477272,-0.00771407,-0.02397787,-0.00013194,-0.00477272,-0.00771393,-0.02397765
24.02,6036.46,38.3,32.31,4.75,-0.04720349,-0.00418028,-0.0075149,0.0176378,-0.04733544,-0.00417897,-0.00751478,0.017638
22.99,5992.48,38.4,31.84,4.75,-0.04288093,-0.00728573,0.00261097,-0.01454658,-0.04301288,-0.00728454,0.00261117,-0.01454665
23.07,6007.02,38.98,31.62,4.75,0.00347977,0.00242637,0.01510417,-0.00690955,0.00334783,0.00242628,0.0151041,-0.00690997
22.67,5972.73,39.37,31.84,4.77,-0.01733854,-0.00570832,0.01000513,0.00695762,-0.01747104,-0.00570784,0.01000529,0.00695734
22.59,6007.02,38.89,31.41,4.77,-0.00352889,0.00574109,-0.01219202,-0.01350503,-0.00366139,0.00574119,-0.01219218,-0.01350469
22.35,5993.23,39.08,31.59,4.76,-0.01062417,-0.00229565,0.00488558,0.00573066,-0.01075639,-0.00229535,0.00488564,0.00573052
22.2,6029.38,40.44,32.25,4.76,-0.00671141,0.00603181,0.03480041,0.02089269,-0.00684363,0.00603199,0.03480024,0.02089172
21.88,6021.93,40.64,31.87,4.77,-0.01441441,-0.00123562,0.0049456,-0.01178295,-0.01454691,-0.00123522,0.00494563,-0.01178308
21.4,6041.68,41.13,32.19,4.77,-0.02193784,0.00327968,0.01205709,0.01004079,-0.02207034,0.00328029,0.012057,0.01004046
21.72,6081.18,41.52,32.56,4.77,0.01495327,0.00653792,0.00948213,0.01149425,0.01482077,0.0065375,0.00948195,0.01149399
21.96,6177.71,41.42,33.34,4.77,0.01104972,0.01587356,-0.00240848,0.02395577,0.01091722,0.01587326,-0.00240892,0.02395584
22.2,6206.04,42,33.44,4.77,0.01092896,0.00458584,0.0140029,0.0029994,0.01079646,0.00458554,0.01400277,0.00299901
22.67,6219.82,42.59,33.59,4.77,0.02117117,0.00222042,0.01404762,0.00448565,0.02103867,0.00221983,0.01404756,0.00448526
23.54,6255.6,42.3,33.62,4.77,0.03837671,0.00575258,-0.00680911,0.00089312,0.03824421,0.00575151,-0.00680927,0.00089331
24.34,6266.04,42.3,33.31,4.77,0.03398471,0.00166891,0,-0.0092207,0.03385221,0.00166796,-0.00000005,-0.0092207
24.1,6274.24,42.1,33.69,4.77,-0.00986031,0.00130864,-0.00472813,0.01140799,-0.00999281,0.00130892,-0.00472817,0.01140812
23.86,6313,42,34.22,4.78,-0.00995851,0.00617764,-0.0023753,0.01573167,-0.01009128,0.00617792,-0.00237547,0.01573174
23.7,6348.03,42.1,36.25,4.78,-0.00670578,0.00554887,0.00238095,0.05932203,-0.00683856,0.00554905,0.0023808,0.05932197
23.54,6346.91,41.52,36.69,4.78,-0.00675106,-0.00017643,-0.01377672,0.01213793,-0.00688383,-0.00017625,-0.01377672,0.01213831
23.54,6397.6,41.81,38.53,4.78,0,0.00798656,0.00698459,0.05014991,-0.00013278,0.00798656,0.00698436,0.05014971
23.54,6430.02,42.1,38.16,4.78,0,0.00506753,0.00693614,-0.00960291,-0.00013278,0.00506753,0.006936,-0.0096031
23.54,6418.47,43.37,38.53,4.78,0,-0.00179626,0.03016627,0.00969602,-0.00013278,-0.00179626,0.03016632,0.00969518
23.54,6471.76,43.37,39.62,4.78,0,0.0083026,0,0.02828964,-0.00013278,0.0083026,-0.00000023,0.02828964
23.94,6547.79,43.17,39.41,4.78,0.01699235,0.01174796,-0.00461148,-0.00530035,0.01685958,0.01174749,-0.00461181,-0.00530023
24.34,6528.41,42.78,39.5,4.78,0.01670844,-0.00295978,-0.00903405,0.00228368,0.01657566,-0.00296024,-0.00903397,0.00228394
24.73,6499.34,43.27,39.53,4.78,0.01602301,-0.00445285,0.01145395,0.00075949,0.01589023,-0.00445329,0.01145407,0.00075918
24.73,6499.34,42.88,39.53,4.78,0,0,-0.00901317,0,-0.00013278,0,-0.00901317,0.00000025
24.89,6521.7,42.98,39.84,4.82,0.00646988,0.00344035,0.00233209,0.00784215,0.00633599,0.00344017,0.00233199,0.00784208
24.81,6521.7,42.88,40.75,4.82,-0.00321414,0,-0.00232666,0.02284137,-0.00334803,0.00000009,-0.00232666,0.02284143
24.34,6442.69,43.37,40.66,4.83,-0.01894397,-0.01211494,0.01142724,-0.00220859,-0.01907814,-0.01211441,0.01142758,-0.00220891
24.57,6422.94,43.27,40.5,4.83,0.00944947,-0.00306549,-0.00230574,-0.00393507,0.0093153,-0.00306575,-0.00230566,-0.00393501
24.41,6437.1,43.37,39.62,4.82,-0.00651201,0.0022046,0.00231107,-0.0217284,-0.0066459,0.00220478,0.00231101,-0.02172846
24.49,6381.94,42.59,38.91,4.83,0.00327735,-0.00856908,-0.01798478,-0.01792024,0.00314318,-0.00856917,-0.01798454,-0.01791974
24.89,6463.94,44.54,40,4.83,0.0163332,0.01284876,0.0457854,0.02801336,0.01619903,0.0128483,0.04578504,0.02801209
24.49,6473.25,44.54,39.44,4.83,-0.01607071,0.0014403,0,-0.014,-0.01620488,0.00144074,-0.00000004,-0.014
24.41,6402.52,44.83,39.03,4.83,-0.00326664,-0.01092651,0.006511,-0.01039554,-0.00340081,-0.01092641,0.00651131,-0.01039572
24.49,6303.71,45.41,37.91,4.83,0.00327735,-0.01543299,0.01293777,-0.02869588,0.00314318,-0.01543308,0.01293819,-0.02869623
24.81,6304.87,45.51,38.22,4.83,0.01306656,0.00018402,0.00220216,0.00817726,0.01293239,0.00018366,0.00220215,0.0081772
24.81,6268.35,44.44,37.16,4.8,0,-0.00579235,-0.02351132,-0.02773417,-0.00013333,-0.00579235,-0.02351116,-0.02773352
24.81,6308.33,44.44,37.97,4.82,0,0.00637807,0,0.02179763,-0.00013389,0.00637807,-0.00000018,0.02179763
24.61,6346.77,44.93,39.66,4.84,-0.00806127,0.00609353,0.0110261,0.04450882,-0.00819571,0.00609375,0.01102593,0.04450852
25.13,6473.64,45.12,39.53,4.85,0.02112962,0.0199897,0.0042288,-0.00327786,0.0209949,0.01998911,0.00422825,-0.00327798
24.97,6484.4,45.51,38.66,4.85,-0.00636689,0.00166213,0.00864362,-0.0220086,-0.00650161,0.0016623,0.00864357,-0.02200884
25.29,6489.02,45.51,38.56,4.85,0.01281538,0.00071248,0,-0.00258665,0.01268066,0.00071212,-0.00000002,-0.00258665
26.24,6522.85,45.8,38.94,4.85,0.03756426,0.00521342,0.00637223,0.00985477,0.03742953,0.00521238,0.00637208,0.0098546
26.24,6522.85,44.05,38.94,4.85,0,0,-0.03820961,0,-0.00013472,0,-0.03820961,0.00000106
27.27,6546.68,46,38.94,4.85,0.03925305,0.00365331,0.04426788,0,0.03911833,0.00365222,0.04426778,-0.00000123
27.74,6560.91,45.8,38.78,4.87,0.01723506,0.00217362,-0.00434783,-0.00410889,0.01709978,0.00217314,-0.00434789,-0.00410877
27.98,6549.37,45.03,38.41,4.87,0.00865177,-0.0017589,-0.01681223,-0.009541,0.00851649,-0.00175914,-0.01681218,-0.00954053
27.51,6448.27,44.34,37.87,4.83,-0.01679771,-0.0154366,-0.01532312,-0.01405884,-0.01693188,-0.01543613,-0.01532269,-0.01405841
27.51,6448.27,44.05,37.87,4.83,0,0,-0.00654037,0,-0.00013417,0,-0.00654037,0.00000018
27.92,6442.49,43.27,38.31,4.83,0.01490367,-0.00089636,-0.01770715,0.0116187,0.01476951,-0.00089678,-0.01770713,0.01161919
27.67,6544.09,43.56,39.78,4.83,-0.00895416,0.0157703,0.0067021,0.03837118,-0.00908832,0.01577055,0.00670167,0.038371
26.42,6567.18,42.49,40.31,4.83,-0.04517528,0.00352837,-0.02456382,0.01332328,-0.04530945,0.00352963,-0.02456392,0.01332396
25.92,6600.66,42.39,40.84,4.83,-0.01892506,0.00509808,-0.0023535,0.0131481,-0.01905922,0.0050986,-0.00235364,0.01314817
25.67,6549.48,42.88,39.97,4.84,-0.00964506,-0.00775377,0.01155933,-0.02130264,-0.00977951,-0.0077535,0.01155955,-0.02130297
25.83,6625.67,43.37,40.47,4.84,0.00623296,0.01163299,0.01142724,0.01250938,0.00609851,0.01163281,0.01142692,0.01250907
25.92,6703.79,43.08,40.75,4.85,0.00348432,0.01179051,-0.00668665,0.00691871,0.0033496,0.01179041,-0.00668698,0.00691889
25.75,6709.18,43.08,40.97,4.85,-0.00655864,0.00080402,0,0.00539877,-0.00669336,0.00080421,-0.00000002,0.00539877
25.92,6762.29,43.66,41.75,4.85,0.00660194,0.00791602,0.01346332,0.01903832,0.00646722,0.00791584,0.0134631,0.01903795
25.92,6726.88,43.37,41.16,4.83,0,-0.00523639,-0.00664224,-0.01413174,-0.00013417,-0.00523639,-0.00664209,-0.01413155
25.58,6765.37,43.37,41.37,4.83,-0.01311728,0.00572182,0,0.00510204,-0.01325145,0.00572219,-0.00000016,0.00510204
25.5,6833.1,43.47,41.31,4.84,-0.00312744,0.01001128,0.00230574,-0.00145033,-0.00326189,0.01001137,0.00230546,-0.00145039
25.58,6843.87,43.47,41.75,4.84,0.00313726,0.00157615,0,0.01065117,0.00300281,0.00157606,-0.00000004,0.01065117
26.25,6883.9,45.61,42,4.83,0.02619234,0.00584903,0.04922935,0.00598802,0.02605817,0.0058483,0.04922919,0.00598666
25.92,6850.03,45.12,39.5,4.85,-0.01257143,-0.00492018,-0.01074326,-0.05952381,-0.01270615,-0.00491983,-0.01074312,-0.05952351
25.33,6755.75,46.19,37.94,4.85,-0.02276235,-0.01376344,0.02371454,-0.03949367,-0.02289707,-0.01376281,0.02371492,-0.03949433
25.67,6696.48,46.19,37.62,4.84,0.01342282,-0.00877327,0,-0.00843437,0.01328837,-0.00877364,0.00000024,-0.00843437
25.92,6660.69,46.1,36.44,4.84,0.009739,-0.0053446,-0.00194847,-0.0313663,0.00960455,-0.00534487,-0.00194833,-0.03136624
25.75,6656.08,46.19,37.69,4.84,-0.00655864,-0.00069212,0.00195228,0.03430296,-0.00669309,-0.00069194,0.0019523,0.03430291
25.92,6740.74,47.66,39.09,4.84,0.00660194,0.0127192,0.03182507,0.03714513,0.0064675,0.01271902,0.03182472,0.03714425
26.25,6823.86,46.88,39.31,4.84,0.01273148,0.01233099,-0.01636593,0.00562804,0.01259704,0.01233064,-0.01636627,0.00562849
26.25,6813.09,47.56,39.22,4.84,0,-0.00157829,0.01450512,-0.00228949,-0.00013444,-0.00157829,0.01450516,-0.0022899
26.25,6806.16,46.88,38.72,4.84,0,-0.00101716,-0.01429773,-0.0127486,-0.00013444,-0.00101716,-0.0142977,-0.0127482
26.17,6833.48,47.27,38.41,4.96,-0.00304762,0.00401401,0.00831911,-0.0080062,-0.0031854,0.0040141,0.008319,-0.00800643
25.67,6746.9,46.88,37.19,4.96,-0.01910585,-0.01266997,-0.00825048,-0.03176256,-0.01924362,-0.01266944,-0.00825012,-0.03176233
25.58,6773.06,47.36,36.5,4.96,-0.00350604,0.00387734,0.01023891,-0.01855338,-0.00364382,0.00387743,0.0102388,-0.01855366
25.5,6855.8,48.34,37.19,4.99,-0.00312744,0.01221604,0.02069257,0.01890411,-0.00326605,0.01221613,0.02069223,0.01890354
26,6806.54,48.24,35.69,4.99,0.01960784,-0.00718516,-0.00206868,-0.04033342,0.01946923,-0.0071857,-0.00206848,-0.04033337
25.83,6858.11,48.24,36.31,4.99,-0.00653846,0.00757654,0,0.01737181,-0.00667707,0.00757672,-0.00000021,0.01737181
26.42,6961.63,48.73,36.25,4.98,0.02284166,0.01509454,0.01015755,-0.00165244,0.02270332,0.0150939,0.01015713,-0.00165272
26.42,7022.44,48.24,36.59,4.98,0,0.00873502,-0.01005541,0.00937931,-0.00013833,0.00873502,-0.01005565,0.00937959
26.42,6988.96,47.36,36.25,4.98,0,-0.00476757,-0.01824212,-0.00929216,-0.00013833,-0.00476757,-0.01824199,-0.00929165
26.42,6988.96,47.46,36.25,4.98,0,0,0.00211149,0,-0.00013833,0,0.00211149,-0.00000006
26.92,7067.46,46.88,36.31,4.96,0.01892506,0.011232,-0.01222082,0.00165517,0.01878728,0.01123147,-0.01222113,0.00165551
26.67,7020.13,46,35.91,4.97,-0.00928678,-0.00669689,-0.01877133,-0.01101625,-0.00942483,-0.00669663,-0.01877115,-0.01101573
26.58,6927.38,45.51,35.31,4.97,-0.00337458,-0.01321201,-0.01065217,-0.01670844,-0.00351263,-0.01321191,-0.01065181,-0.01670814
26.58,6931.62,44.73,34.41,4.97,0,0.00061206,-0.01713909,-0.02548853,-0.00013806,0.00061206,-0.01713911,-0.02548805
27.42,7008.2,44.64,35.97,4.97,0.03160271,0.01104792,-0.00201207,0.04533566,0.03146465,0.01104705,-0.00201238,0.04533571
27.42,7037.83,43.86,36.62,4.97,0,0.0042279,-0.01747312,0.01807061,-0.00013806,0.0042279,-0.01747324,0.0180711
27.17,6983.18,44.25,36.72,4.97,-0.00911743,-0.00776518,0.00889193,0.00273075,-0.00925549,-0.00776492,0.00889215,0.0027305
26.75,6925.07,43.95,35.75,4.97,-0.01545823,-0.00832142,-0.00677966,-0.02641612,-0.01559628,-0.00832099,-0.00677943,-0.02641593
26.58,6877.74,44.25,35.94,4.97,-0.00635514,-0.00683459,0.00682594,0.00531469,-0.0064932,-0.00683441,0.00682613,0.0053145
24.58,6918.92,44.93,36.28,4.97,-0.07524455,0.00598743,0.01536723,0.00946021,-0.0753826,0.00598952,0.01536707,0.00945979
24,6852.72,46.19,36.22,4.97,-0.02359642,-0.00956797,0.02804362,-0.0016538,-0.02373448,-0.00956731,0.02804389,-0.00165458
24.17,6945.85,45.8,36.37,4.97,0.00708333,0.01359022,-0.00844339,0.00414136,0.00694528,0.01359003,-0.00844376,0.00414159
24.17,6944.7,45.8,36.66,4.97,0,-0.00016557,0,0.00797361,-0.00013806,-0.00016557,0,0.00797361
24.17,7000.89,46,36.19,4.98,0,0.00809106,0.00436681,-0.01282051,-0.00013833,0.00809106,0.00436659,-0.01282063
24.5,7079.39,45.03,36.53,4.98,0.01365329,0.01121286,-0.02108696,0.00939486,0.01351496,0.01121248,-0.02108727,0.00939545
24.08,7085.16,45.22,36.5,4.98,-0.01714286,0.00081504,0.00421941,-0.00082124,-0.01728119,0.00081552,0.00421939,-0.00082136
23.92,7039.37,45.61,36.22,4.99,-0.00664452,-0.0064628,0.0086245,-0.00767123,-0.00678313,-0.00646262,0.00862468,-0.00767147
23.92,6878.89,46,35.72,4.99,0,-0.0227975,0.00855076,-0.01380453,-0.00013861,-0.0227975,0.00855139,-0.01380477
23.75,6935.46,46.49,35.91,5.02,-0.00710702,0.00822371,0.01065217,0.00531915,-0.00724647,0.00822391,0.01065195,0.00531885
23.42,6955.48,45.8,34.87,5.02,-0.01389474,0.00288662,-0.0148419,-0.02896129,-0.01403418,0.002887,-0.01484198,-0.02896088
23.58,6896.56,45.03,34.84,5.02,0.00683177,-0.00847102,-0.01681223,-0.00086034,0.00669232,-0.00847121,-0.01681199,-0.00085987
23.33,6877.68,45.12,34.47,5.02,-0.01060221,-0.0027376,0.00199867,-0.01061998,-0.01074165,-0.0027373,0.00199874,-0.01062003
22.92,6820.28,46.19,34.22,5.05,-0.01757394,-0.00834584,0.02371454,-0.00725268,-0.01771422,-0.00834535,0.02371477,-0.00725334
23,6804.79,44.64,33.12,5.13,0.0034904,-0.00227117,-0.03355705,-0.03214494,0.0033479,-0.00227127,-0.03355698,-0.03214401
23.33,6905.25,44.34,34.19,5.15,0.01434783,0.01476313,-0.00672043,0.03230676,0.01420477,0.01476273,-0.00672084,0.03230695
24,6876.17,43.76,33.97,5.15,0.02871839,-0.00421129,-0.01308074,-0.00643463,0.02857533,-0.00421209,-0.01308062,-0.00643427
24,6880.7,44.15,35.06,5.15,0,0.0006588,0.00891225,0.03208714,-0.00014306,0.0006588,0.00891223,0.03208689
23.5,6740.59,44.64,34.25,5.15,-0.02083333,-0.02036275,0.01109853,-0.02310325,-0.02097639,-0.02036218,0.01109909,-0.02310356
23.5,6740.59,44.83,34.25,5.15,0,0,0.00425627,0,-0.00014306,0,0.00425627,-0.00000012
23.25,6583.48,45.03,34.31,5.24,-0.0106383,-0.02330805,0.0044613,0.00175183,-0.01078385,-0.02330775,0.00446195,0.0017517
23.25,6611.05,44.54,34.19,5.24,0,0.00418776,-0.01088163,-0.00349752,-0.00014556,0.00418776,-0.01088175,-0.00349722
22.83,6517.01,45.22,33.44,5.24,-0.01806452,-0.01422467,0.01526718,-0.02193624,-0.01821007,-0.01422417,0.01526757,-0.02193666
22.5,6477.35,45.32,32.78,5.24,-0.01445467,-0.00608561,0.00221141,-0.01973684,-0.01460022,-0.00608521,0.00221158,-0.0197369
22.75,6526.07,44.25,32.31,5.24,0.01111111,0.00752159,-0.02360989,-0.01433801,0.01096556,0.00752129,-0.02361009,-0.01433736
23.17,6555.91,43.76,33.12,5.24,0.01846154,0.00457243,-0.01107345,0.02506964,0.01831598,0.00457192,-0.01107357,0.02506995
23,6609.16,43.76,34.16,5.24,-0.00733707,0.00812244,0,0.03140097,-0.00748263,0.00812265,-0.00000023,0.03140097
